miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-mir-3652-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.14,0.0,0.25
hsa-mir-3668-5p,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.14,0.52,0.12
hsa-mir-3690-1-5p,0.0,0.09,0.1,0.24,0.0,0.0,0.58,1.42,0.52,0.5
hsa-mir-3690-2-5p,0.22,0.37,0.0,0.0,0.1,0.25,0.17,0.14,0.0,0.0
hsa-mir-3908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-3909-3p,0.11,0.46,0.19,0.12,0.0,0.59,0.92,0.85,0.0,1.12
hsa-mir-3918-5p,0.0,0.27,0.0,0.0,0.0,1.09,0.67,0.0,0.39,0.5
hsa-mir-3929-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.25,0.14,0.0,0.0
hsa-mir-3941-3p,0.11,0.0,0.1,0.12,0.1,0.17,0.08,0.0,0.26,0.12
hsa-mir-3945-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-mir-3960-3p,0.11,0.0,0.0,0.0,0.3,0.0,0.0,0.14,0.0,0.0
hsa-mir-421-3p,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.14,0.13,0.0
hsa-mir-422a-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4315-2-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-4424-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4473-3p,0.0,0.09,0.0,0.12,0.0,0.34,0.0,0.0,0.13,0.12
hsa-mir-4490-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4509-3-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4512-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-mir-4518-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-451a-5p,0.11,0.09,0.0,0.0,3.7,0.59,0.17,0.0,1.56,0.0
hsa-mir-4521-5p,0.0,0.09,0.0,0.24,0.0,0.17,0.08,0.0,0.0,0.37
hsa-mir-4636-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-mir-4644-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-466-3p,1.41,1.01,0.87,0.59,0.6,1.77,0.83,1.0,1.04,1.49
hsa-mir-4666b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-4672-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-4692-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-4765-3p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4771-1-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4771-2-3p,0.0,0.0,0.0,0.12,0.0,0.34,0.0,0.14,0.0,0.0
hsa-mir-4775-5p,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4779-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-496-3p,0.11,0.0,0.1,0.0,0.2,0.25,0.33,0.28,0.52,0.75
hsa-mir-518b-3p,156.1,242.5,121.38,97.54,353.88,781.06,1091.84,1202.97,735.7,749.4
hsa-mir-5191-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.14,0.0,0.12
hsa-mir-520h-3p,47.51,20.87,21.29,24.27,26.63,57.79,153.49,64.25,36.45,142.45
hsa-mir-521-1-3p,11.93,6.5,14.91,7.89,35.34,35.33,36.02,91.03,97.38,19.37
hsa-mir-521-2-3p,1.84,1.83,3.87,1.53,9.51,3.11,6.0,20.09,22.91,3.1
hsa-mir-527-5p,14.32,18.03,11.61,11.78,44.65,13.46,29.43,61.12,50.25,44.83
hsa-mir-543-3p,0.0,0.0,0.1,0.47,0.7,0.0,0.25,0.28,0.13,1.24
hsa-mir-544a-3p,0.11,0.0,0.19,0.0,0.0,0.25,0.08,0.43,0.26,0.25
hsa-mir-544b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-mir-548a-1-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.13,0.0
hsa-mir-548ac-3p,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-548al-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-548an-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-mir-548aw-5p,0.0,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0
hsa-mir-548ax-5p,0.11,0.0,0.0,0.12,0.2,0.08,0.0,0.0,0.0,0.0
hsa-mir-548ba-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-548f-2-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-548h-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-548h-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0
hsa-mir-548h-3-5p,0.54,3.48,0.1,0.12,0.5,0.34,0.67,0.0,0.0,2.73
hsa-mir-548l-5p,0.33,0.37,0.1,0.0,0.5,0.34,0.08,0.0,0.39,0.87
hsa-mir-548n-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-mir-548u-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-548w-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-548y-5p,0.11,0.0,0.1,0.0,0.6,0.0,0.08,0.0,0.13,0.25
hsa-mir-558-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.14,0.0,0.0
hsa-mir-559-5p,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
hsa-mir-563-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-5684-5p,0.0,0.18,0.0,0.0,0.2,0.25,0.17,0.0,0.0,0.0
hsa-mir-5687-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
hsa-mir-5689-5p,0.11,0.09,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75
hsa-mir-5695-3p,2.49,1.01,0.48,0.35,0.7,11.1,22.09,9.4,2.21,5.34
hsa-mir-5696-5p,0.0,0.18,0.1,0.12,0.2,0.17,0.25,0.0,0.0,0.5
hsa-mir-5697-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-5708-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-mir-578-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-581-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-mir-583-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-599-3p,0.0,0.0,0.1,0.0,0.1,1.01,1.0,0.28,0.13,0.75
hsa-mir-600-3p,0.11,0.0,0.1,0.0,0.0,0.17,0.5,0.28,0.13,0.37
hsa-mir-607-3p,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.14,0.13,0.12
hsa-mir-6078-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
hsa-mir-618-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-621-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-622-3p,0.11,0.64,0.1,0.59,0.1,0.08,0.25,0.0,0.0,0.12
hsa-mir-623-5p,0.0,0.0,0.0,0.0,0.0,0.42,0.25,0.0,0.0,0.0
hsa-mir-636-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-641-5p,0.33,0.09,0.19,0.0,2.5,0.5,0.83,1.57,2.6,1.24
hsa-mir-643-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-663a-5p,0.0,0.09,0.0,0.12,0.1,0.17,0.42,0.14,0.13,0.0
hsa-mir-6721-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.39,0.0
hsa-mir-6843-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-760-3p,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0
hsa-mir-770-5p,0.0,0.0,0.19,0.12,0.4,0.34,0.5,0.57,0.39,1.61
hsa-mir-7705-5p,0.0,0.09,0.0,0.0,0.3,0.08,0.08,0.0,0.0,0.0
hsa-mir-7851-3p,0.0,0.0,0.0,0.0,0.1,0.08,0.08,0.28,0.13,0.25
hsa-mir-7854-3p,0.11,0.37,0.1,0.0,0.0,0.67,0.5,0.71,0.13,0.62
hsa-mir-7855-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-7973-2-5p,0.65,0.37,0.0,0.12,0.0,1.09,2.08,0.0,0.39,0.87
hsa-mir-7978-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-8072-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-8075-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
hsa-mir-8086-5p,0.22,0.18,0.1,0.12,0.7,0.34,0.83,0.71,0.52,0.0
hsa-mir-8485-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
hsa-mir-934-5p,1.08,0.55,0.39,0.47,1.4,2.52,2.5,3.99,2.08,3.1
hsa-mir-941-1-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-941-2-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-944-3p,0.33,0.37,0.1,0.0,0.4,0.67,0.58,0.28,0.52,0.37
hsa-mir-9900-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-9902-1-5p,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.12
hsa-mir-9903-3p,0.22,0.0,0.0,0.0,0.2,1.93,0.0,0.43,0.39,0.62
