miRNA,GSM3151945,GSM3151946,GSM3151947,GSM3151948,GSM3151949,GSM3151950,GSM3151951,GSM3151952,GSM3151953,GSM3151954,GSM3151955,GSM3151956,GSM3151957,GSM3151958,GSM3151959,GSM3151960,GSM3151961,GSM3151962,GSM3151963,GSM3151964,GSM3151965,GSM3151966,GSM3151967,GSM3151968,GSM3151969,GSM3151970,GSM3151971,GSM3151972
hsa-miR-1275,0.0,6.25,0.0,0.0,10.97,14.7,0.07,8.78,16.89,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.06,0.17,0.1,13.45,0.72,0.0,15.98,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.12,0.08,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.04,0.08,0.14,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.08,0.0,0.17,0.51,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,26.53,3.45,5.76,8.38,5.25,4.35,8.5,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,7.41,6.67,10.52,7.63,4.25,10.06,0.0,0.0,0.0,0.0
hsa-miR-128-3p,44.26,37.52,109.59,291.82,109.41,197.23,379.49,172.84,167.58,267.96,7.82,0.0,0.0,0.0,46.76,63.78,0.0,52.25,338.34,180.13,468.07,280.13,85.21,359.96,11.39,319.51,0.0,0.0
hsa-miR-1283,6.32,12.51,0.0,13.26,0.12,0.28,0.43,0.07,0.33,0.42,0.0,0.0,0.0,0.0,6.68,19.13,0.0,0.0,0.59,0.31,1.1,1.12,0.09,1.23,17.09,15.98,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,13.26,0.08,0.08,0.21,0.0,0.11,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.17,0.2,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,18.97,0.0,0.0,13.26,7.09,8.58,12.75,8.71,6.91,16.79,0.0,0.0,0.0,0.0,6.68,3.19,0.0,6.53,12.83,11.22,16.97,9.67,5.21,14.78,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.08,0.2,0.07,0.07,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.17,0.0,0.0,0.41,0.0,0.0,0.0,0.0
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,6.32,0.0,0.0,0.0,6.3,5.32,5.66,5.18,7.69,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,8.83,4.92,10.1,6.11,3.3,7.59,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.16,0.16,0.36,0.14,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.17,0.1,0.09,0.41,0.0,0.0,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.55,0.28,1.58,1.37,0.67,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.93,3.14,1.12,0.35,1.33,0.0,15.98,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,1.9,2.09,1.58,1.22,1.17,2.97,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,1.41,1.99,3.39,0.41,0.69,6.57,0.0,0.0,0.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.28,4.23,1.0,0.5,1.95,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.24,0.06,0.76,1.02,0.26,1.74,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,13.26,1.94,3.06,3.29,2.09,2.73,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,3.41,2.18,4.92,1.83,0.87,4.1,0.0,0.0,0.0,0.0
hsa-miR-1301-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,6.32,0.0,0.0,0.0,0.2,0.0,0.07,0.07,0.17,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.31,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.79,1.41,1.58,1.22,1.23,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.93,1.53,1.22,0.52,1.13,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.71,0.89,1.5,0.5,1.28,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.5,1.78,0.92,0.0,1.54,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.2,0.56,0.21,0.36,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.31,0.51,0.51,0.35,0.31,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,12.65,12.51,0.0,39.79,35.34,65.64,60.01,44.76,33.77,80.96,39.09,0.0,0.0,0.0,0.0,31.89,0.0,22.86,45.78,59.69,66.35,38.36,16.66,92.86,0.0,127.81,0.0,0.0
hsa-miR-1307-5p,6.32,12.51,18.27,212.23,19.57,36.68,67.96,39.07,20.34,94.56,31.27,9.87,0.0,0.0,6.68,15.95,0.0,16.33,74.14,69.29,67.96,47.72,31.41,68.96,0.0,111.83,0.0,0.0
hsa-miR-130a-3p,88.52,43.78,54.8,663.23,182.58,304.3,513.69,273.65,274.36,268.38,132.89,0.0,12.05,4.0,46.76,165.83,0.0,150.22,330.93,281.7,372.37,362.45,131.46,413.01,28.48,639.03,0.0,4.42
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,119.38,42.51,66.08,132.77,70.3,67.04,117.51,31.27,0.0,0.0,4.0,0.0,28.7,0.0,26.12,122.74,82.75,130.4,88.83,42.43,123.34,0.0,191.71,0.0,4.42
hsa-miR-130b-5p,0.0,6.25,18.27,26.53,0.55,0.97,3.58,0.94,0.78,1.7,0.0,0.0,0.0,0.0,0.0,6.38,0.0,6.53,2.12,1.62,6.19,2.24,0.78,3.59,5.7,47.93,0.0,0.0
hsa-miR-132-3p,0.0,6.25,0.0,0.0,4.04,6.24,3.72,5.76,5.13,3.82,7.82,0.0,0.0,0.0,6.68,0.0,0.0,0.0,8.12,3.61,8.99,3.87,3.38,7.29,0.0,0.0,0.0,0.0
hsa-miR-132-5p,6.32,0.0,0.0,0.0,0.12,0.2,0.29,0.0,0.22,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.34,0.1,0.0,0.41,0.0,0.0,0.0,0.0
hsa-miR-1323,50.58,31.27,54.8,39.79,1.03,0.77,4.3,1.01,1.45,6.16,0.0,0.0,0.0,0.0,20.04,28.7,0.0,39.19,2.24,0.56,5.35,4.27,0.43,1.54,136.7,15.98,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,18.27,39.79,4.4,3.95,15.61,3.38,10.03,9.99,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,10.0,0.93,6.7,2.65,4.34,3.69,0.0,47.93,0.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.12,0.17,0.1,0.0,0.51,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,6.25,0.0,0.0,12.56,46.31,17.76,73.32,19.95,33.36,54.72,4.93,0.0,4.0,0.0,3.19,0.0,0.0,56.14,28.35,24.94,20.76,23.43,83.01,0.0,15.98,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.08,0.08,0.36,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.34,0.51,0.26,0.41,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,13.26,0.0,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,31.61,25.02,36.53,66.32,11.53,37.41,14.32,41.02,10.92,12.32,93.81,0.0,6.02,4.0,13.36,15.95,0.0,16.33,36.95,28.04,17.99,17.91,17.96,89.48,0.0,31.95,0.0,4.42
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.63,2.13,0.5,2.59,0.95,0.64,7.82,0.0,0.0,0.0,0.0,6.38,0.0,0.0,4.94,2.74,1.87,1.83,0.52,5.95,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.91,0.6,0.43,0.94,0.56,0.21,39.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.62,0.51,0.41,0.78,0.82,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.36,0.81,0.14,1.15,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.44,0.68,0.71,0.61,1.74,0.0,0.0,0.0,0.0
hsa-miR-139-5p,6.32,0.0,0.0,0.0,4.24,9.91,2.08,5.68,3.07,1.91,15.63,0.0,0.0,0.0,6.68,0.0,0.0,0.0,6.0,2.55,12.3,4.27,6.51,5.64,11.39,0.0,0.0,0.0
hsa-miR-140-3p,6.32,0.0,36.53,79.59,84.18,125.91,194.36,86.85,122.61,140.46,39.09,0.0,0.0,0.0,33.4,35.08,0.0,26.12,136.75,141.07,159.76,107.96,76.88,204.71,34.18,143.78,0.0,4.42
hsa-miR-140-5p,18.97,0.0,0.0,0.0,1.58,1.77,3.29,1.66,1.89,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,1.31,3.14,2.14,0.78,4.41,0.0,0.0,0.0,0.0
hsa-miR-141-3p,208.65,506.57,36.53,79.59,1.15,1.85,4.01,2.81,4.18,2.55,0.0,0.0,0.0,0.0,13.36,15.95,11.95,166.55,2.82,0.81,2.46,1.83,1.82,2.05,34.18,79.88,0.0,0.0
hsa-miR-141-5p,6.32,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,0.06,0.08,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-142-3p,25.29,25.02,18.27,13.26,5.59,7.65,9.38,10.36,6.97,11.69,0.0,0.0,0.0,0.0,53.44,19.13,0.0,19.59,13.06,7.17,27.23,8.55,7.03,18.57,17.09,15.98,0.0,0.0
hsa-miR-142-5p,145.42,193.87,1004.58,4045.68,698.71,884.99,1035.84,883.63,971.06,619.0,54.72,0.0,0.0,0.0,1062.12,315.72,35.84,365.75,964.42,726.08,1205.09,508.27,1011.79,1098.36,1065.14,5495.65,0.0,0.0
hsa-miR-143-3p,3584.95,6441.61,1168.97,3727.33,839.62,1357.52,2118.3,978.25,423.05,1865.3,3752.32,4.93,120.48,115.93,1616.57,2943.57,430.04,1306.24,605.13,504.01,2873.08,764.8,227.52,3858.62,279.1,5511.62,0.0,212.26
hsa-miR-143-5p,0.0,6.25,0.0,0.0,0.04,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,25.29,25.02,127.86,106.12,30.98,35.72,89.23,48.86,32.21,155.55,7.82,0.0,0.0,0.0,26.72,28.7,0.0,29.39,162.52,49.29,238.49,93.72,32.89,93.48,34.18,207.68,0.0,0.0
hsa-miR-144-5p,12.65,25.02,73.06,106.12,0.75,1.61,5.08,2.37,1.06,1.91,0.0,0.0,0.0,0.0,20.04,35.08,0.0,9.8,5.77,2.49,6.36,2.85,2.0,3.18,34.18,175.73,0.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.12,0.48,0.29,0.36,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.35,0.12,0.51,0.1,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-145-5p,18.97,12.51,0.0,0.0,3.57,4.99,3.72,3.45,2.45,5.95,31.27,0.0,0.0,0.0,0.0,0.0,0.0,42.45,2.71,1.56,8.74,2.95,1.21,6.57,0.0,79.88,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,2.77,4.47,11.74,4.17,4.4,7.22,0.0,0.0,0.0,0.0,0.0,3.19,0.0,3.27,7.06,6.92,10.44,8.24,2.0,13.24,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.24,0.0,0.72,0.22,0.67,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,6.32,25.02,164.39,1220.34,612.51,532.93,1461.09,816.06,1189.63,1164.7,7.82,4.93,0.0,4.0,6.68,124.38,0.0,133.89,1377.73,976.81,2015.33,1305.43,384.84,2112.78,0.0,1006.47,0.0,0.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,6.14,7.37,5.73,7.7,8.3,6.37,0.0,0.0,0.0,0.0,0.0,6.38,0.0,3.27,6.94,4.92,9.5,4.48,5.21,8.41,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,18.97,93.81,18.27,517.32,96.26,64.47,145.74,121.1,124.45,113.9,7.82,0.0,0.0,0.0,0.0,3.19,0.0,45.72,148.16,109.48,302.12,81.51,59.35,198.14,11.39,271.59,0.0,4.42
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,733.43,512.83,712.34,3024.31,991.1,1231.97,2253.94,1927.29,1416.46,2155.57,54.72,0.0,0.0,0.0,160.32,532.58,11.95,591.07,2253.42,1749.93,3364.83,1766.18,1340.05,2635.28,170.88,3306.97,0.0,4.42
hsa-miR-148a-5p,0.0,6.25,18.27,26.53,11.8,16.35,32.01,22.02,17.44,35.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,30.83,23.18,46.15,24.22,17.44,37.86,0.0,15.98,0.0,0.0
hsa-miR-148b-3p,0.0,6.25,18.27,66.32,62.47,75.62,123.89,79.15,82.65,172.97,23.45,0.0,0.0,0.0,13.36,38.27,0.0,55.52,135.34,94.09,156.96,106.84,59.61,143.14,11.39,191.71,0.0,0.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,2.65,7.37,8.45,5.11,4.01,6.16,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,9.77,6.73,17.31,5.29,4.17,12.62,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,6.25,0.0,0.0,0.08,0.24,0.5,0.07,0.39,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.12,0.06,0.51,0.2,0.09,0.31,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,0.0,0.0,0.0,9.11,3.7,1.0,6.04,10.37,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.44,1.27,0.51,6.68,1.23,0.0,0.0,0.0,0.0
hsa-miR-150-5p,252.91,350.22,200.92,265.29,153.74,139.69,30.01,186.58,269.35,21.25,7.82,0.0,0.0,0.0,1175.68,169.02,0.0,215.53,291.86,15.76,40.13,29.92,210.86,27.91,911.35,798.79,0.0,0.0
hsa-miR-151a-3p,170.71,206.38,803.67,2865.14,1211.48,2411.31,3243.38,1751.93,1872.61,3033.39,148.53,0.0,0.0,4.0,80.16,350.8,0.0,355.95,2622.48,2286.91,3792.26,2157.94,1174.14,4405.03,45.57,2412.33,0.0,17.69
hsa-miR-151a-5p,196.0,131.33,401.83,955.05,492.52,731.49,943.24,549.46,657.96,831.5,23.45,0.0,6.02,0.0,100.2,191.35,0.0,222.06,964.07,714.8,1218.58,669.45,295.03,1092.82,108.22,814.76,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,26.53,1.11,1.85,43.69,10.87,2.01,42.92,0.0,9.87,0.0,0.0,0.0,3.19,0.0,16.33,49.19,3.05,30.37,16.08,13.28,4.1,5.7,0.0,0.0,0.0
hsa-miR-152-3p,6.32,0.0,0.0,26.53,3.01,4.47,6.45,5.83,4.74,5.52,7.82,0.0,0.0,0.0,6.68,0.0,0.0,0.0,6.24,5.17,9.59,6.61,2.95,6.26,0.0,0.0,0.0,0.0
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.63,0.56,1.29,0.5,0.22,1.27,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.87,1.19,1.12,0.52,1.54,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.12,0.12,0.14,0.07,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.2,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-153-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.08,0.0,0.07,0.07,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.2,1.05,1.36,0.72,0.22,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.0,1.61,1.32,0.43,1.95,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,6.25,0.0,0.0,0.79,2.13,0.64,2.01,1.11,1.27,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.25,0.85,0.81,0.87,3.18,0.0,0.0,0.0,0.0
hsa-miR-155-5p,12.65,6.25,0.0,13.26,6.81,7.37,7.81,9.86,7.64,7.22,46.9,4.93,0.0,8.0,6.68,19.13,0.0,3.27,7.65,4.98,15.02,5.09,4.6,7.29,17.09,0.0,0.0,4.42
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,101.16,100.06,255.71,530.58,186.98,205.12,502.09,273.8,271.63,427.76,15.63,0.0,0.0,0.0,20.04,688.85,0.0,711.9,611.13,260.89,670.5,400.0,151.68,371.04,28.48,1166.23,0.0,4.42
hsa-miR-15b-3p,12.65,0.0,18.27,0.0,2.1,3.02,3.8,3.96,2.45,6.8,0.0,0.0,0.0,0.0,0.0,6.38,0.0,9.8,3.06,2.24,4.92,2.65,2.34,3.28,0.0,95.85,0.0,0.0
hsa-miR-15b-5p,18.97,12.51,36.53,39.79,26.5,33.9,57.58,37.49,31.88,34.42,7.82,0.0,0.0,0.0,0.0,15.95,0.0,22.86,53.9,35.95,69.15,31.04,18.05,46.89,11.39,79.88,0.0,4.42
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,50.58,0.0,91.33,106.12,20.68,26.37,58.58,31.66,30.04,62.26,0.0,0.0,0.0,0.0,40.08,70.16,0.0,52.25,60.37,28.47,84.76,44.26,20.39,50.38,11.39,223.66,0.0,0.0
hsa-miR-16-5p,828.27,888.07,5735.26,6698.59,2932.51,3652.3,6470.99,4074.98,3918.44,4276.92,187.62,0.0,0.0,0.0,427.52,4149.06,0.0,3970.96,5491.38,3525.85,7866.96,3730.17,2168.66,5619.13,427.19,7780.17,4.41,13.27
hsa-miR-17-3p,0.0,6.25,0.0,39.79,2.93,3.7,7.95,3.67,3.62,6.37,0.0,0.0,0.0,0.0,6.68,9.57,0.0,0.0,4.24,5.17,6.96,4.68,2.34,9.13,0.0,15.98,0.0,0.0
hsa-miR-17-5p,18.97,37.52,0.0,145.91,88.5,102.04,123.03,93.47,87.89,82.87,0.0,0.0,0.0,0.0,6.68,19.13,0.0,45.72,133.1,70.53,221.86,85.37,44.6,117.9,5.7,127.81,0.0,0.0
hsa-miR-181a-2-3p,12.65,0.0,0.0,13.26,5.7,8.54,10.96,5.04,6.07,9.35,46.9,0.0,0.0,4.0,13.36,6.38,0.0,3.27,7.53,6.67,15.95,5.39,3.82,13.44,0.0,15.98,0.0,4.42
hsa-miR-181a-3p,0.0,6.25,18.27,0.0,4.52,4.11,7.3,4.46,3.85,9.99,7.82,0.0,0.0,0.0,6.68,15.95,0.0,0.0,5.3,4.86,5.51,4.17,3.12,7.49,0.0,0.0,0.0,4.42
hsa-miR-181a-5p,859.88,1038.16,1260.3,2002.94,4690.15,4725.98,5890.7,2890.57,2760.41,7945.47,1016.25,14.8,66.27,47.97,647.96,1269.27,59.73,947.02,5793.12,5031.97,6733.89,5059.91,2571.21,7271.49,478.46,2220.62,0.0,44.22
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,63.23,43.78,73.06,13.26,268.86,310.94,268.41,220.55,208.77,337.87,234.52,0.0,12.05,0.0,46.76,89.3,0.0,94.7,283.38,259.7,307.13,220.4,147.43,248.12,11.39,63.9,0.0,8.84
hsa-miR-181c-3p,6.32,6.25,0.0,13.26,14.34,26.21,33.44,17.34,13.1,28.69,7.82,0.0,0.0,4.0,0.0,3.19,0.0,6.53,33.66,28.35,39.11,23.81,12.58,48.02,0.0,15.98,0.0,0.0
hsa-miR-181c-5p,44.26,87.56,0.0,26.53,48.53,68.7,63.31,52.96,35.83,51.42,15.63,0.0,0.0,0.0,0.0,6.38,0.0,26.12,52.37,62.12,78.31,40.5,37.92,91.32,34.18,79.88,0.0,0.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
