miRNA,GSM3151945,GSM3151946,GSM3151947,GSM3151948,GSM3151949,GSM3151950,GSM3151951,GSM3151952,GSM3151953,GSM3151954,GSM3151955,GSM3151956,GSM3151957,GSM3151958,GSM3151959,GSM3151960,GSM3151961,GSM3151962,GSM3151963,GSM3151964,GSM3151965,GSM3151966,GSM3151967,GSM3151968,GSM3151969,GSM3151970,GSM3151971,GSM3151972
hsa-miR-664a-3p,0.0,0.0,0.0,0.0,0.12,0.16,0.79,0.07,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.25,0.2,0.35,0.1,0.0,0.0,0.0,0.0
hsa-miR-664a-5p,0.0,0.0,0.0,0.0,2.22,4.35,5.66,2.23,3.46,2.55,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,4.0,3.3,4.84,4.07,1.82,4.41,0.0,0.0,0.0,0.0
hsa-miR-664b-3p,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-665,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.0,0.1,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-668-3p,0.0,0.0,0.0,0.0,0.04,0.77,0.07,0.5,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.25,0.25,0.41,0.0,1.03,0.0,0.0,0.0,0.0
hsa-miR-671-3p,6.32,0.0,0.0,13.26,1.98,4.31,12.68,5.04,4.24,15.3,0.0,0.0,0.0,0.0,0.0,3.19,0.0,3.27,12.47,9.6,12.98,6.72,3.56,16.52,0.0,0.0,0.0,0.0
hsa-miR-671-5p,0.0,0.0,0.0,0.0,0.36,0.0,0.21,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.12,0.25,0.08,0.0,0.09,0.31,0.0,0.0,0.0,0.0
hsa-miR-6715b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6716-3p,0.0,0.0,0.0,0.0,0.0,0.08,0.29,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.2,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6718-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6721-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.22,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6724-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6726-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6727-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6730-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6730-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.0,0.0,0.04,0.28,0.36,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.31,0.42,0.41,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6735-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6735-5p,0.0,0.0,0.0,0.0,0.63,0.81,1.79,0.65,0.45,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.06,1.61,1.12,0.43,1.23,0.0,0.0,0.0,0.0
hsa-miR-6736-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6737-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6739-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6739-5p,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6740-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-3p,0.0,0.0,0.0,13.26,0.16,0.08,0.86,0.22,0.17,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.06,0.85,1.22,0.17,0.41,0.0,0.0,0.0,0.0
hsa-miR-6741-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.17,0.21,0.0,0.0,0.0,0.0
hsa-miR-6742-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-6743-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-6748-5p,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.34,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6749-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6749-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6751-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6754-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6755-5p,0.0,0.0,0.0,0.0,0.04,0.08,0.07,0.14,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0
hsa-miR-6756-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6757-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6758-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6759-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-676-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-6761-5p,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6762-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6763-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.2,0.26,0.1,0.0,0.0,0.0,0.0
hsa-miR-6764-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.25,0.0,0.35,0.0,0.0,0.0,0.0,0.0
hsa-miR-6764-5p,0.0,0.0,0.0,0.0,0.0,0.2,0.14,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6767-5p,0.0,0.0,0.0,0.0,0.12,0.2,0.07,0.07,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-6770-3p,0.0,0.0,0.0,13.26,0.28,0.64,0.86,0.29,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.25,1.1,0.41,0.0,1.95,0.0,0.0,0.0,0.0
hsa-miR-6770-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6772-3p,0.0,0.0,0.0,0.0,0.04,0.08,0.21,0.14,0.17,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.12,0.25,0.59,0.1,0.09,0.51,0.0,0.0,0.0,0.0
hsa-miR-6772-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6774-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6775-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6777-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6777-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6778-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6779-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6780a-5p,0.0,0.0,0.0,0.0,0.12,0.04,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.08,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6781-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6782-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6782-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6783-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6785-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6786-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6787-5p,0.0,0.0,0.0,0.0,0.16,0.28,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.08,0.0,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-6788-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6791-3p,0.0,0.0,0.0,0.0,0.08,0.08,0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.42,0.0,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-6791-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6793-3p,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6793-5p,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-6794-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6795-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0
hsa-miR-6796-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6797-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6798-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6799-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6799-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6800-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6802-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.07,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.51,0.1,0.17,0.62,0.0,0.0,0.0,0.0
hsa-miR-6803-3p,0.0,0.0,0.0,0.0,0.04,0.16,0.5,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.12,0.51,0.2,0.09,0.31,0.0,0.0,0.0,0.0
hsa-miR-6804-3p,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6804-5p,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.14,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.34,0.2,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6805-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6805-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6806-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6809-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.43,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.19,0.42,0.2,0.0,0.41,0.0,0.0,0.0,0.0
hsa-miR-6810-3p,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6810-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.09,0.21,0.0,0.0,0.0,0.0
hsa-miR-6813-5p,0.0,0.0,0.0,0.0,1.74,1.65,2.86,0.79,1.62,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,2.18,3.05,0.61,0.87,2.57,0.0,0.0,0.0,0.0
hsa-miR-6815-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.31,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6816-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6818-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6818-5p,0.0,0.0,0.0,0.0,0.16,0.4,0.43,0.22,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.17,0.0,0.17,0.21,0.0,0.0,0.0,0.0
hsa-miR-6819-3p,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-6819-5p,0.0,0.0,0.0,0.0,0.08,0.28,0.36,0.14,0.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.37,0.42,0.2,0.35,0.92,0.0,0.0,0.0,0.0
hsa-miR-6820-5p,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6823-5p,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6824-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6826-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6829-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6832-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6833-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.1,0.0,0.0,0.0,0.0
hsa-miR-6836-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6837-3p,0.0,0.0,0.0,0.0,0.95,1.85,2.22,1.58,1.11,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,1.88,1.74,2.04,1.93,1.21,3.59,0.0,0.0,0.0,0.0
hsa-miR-6837-5p,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0
