miRNA,GSM2442624,GSM2442625,GSM2442626,GSM2442627,GSM2442628,GSM2442629,GSM2442630,GSM2442631,GSM2442632,GSM2442633
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-let-7a-3p,0.17,0.18,0.37,0.67,0.0,0.0,0.0,13.04,3.27,0.0
hsa-let-7a-5p,167.05,185.83,390.76,315.93,714.76,217.41,1690.24,1046.66,1639.33,651.95
hsa-let-7b-3p,0.0,0.0,0.12,0.0,13.36,25.09,0.0,0.0,0.0,0.0
hsa-let-7b-5p,16.65,16.02,63.76,59.5,33.4,37.63,302.97,224.98,346.15,124.99
hsa-let-7c-5p,4.25,4.27,20.48,16.28,20.04,0.0,15.95,179.33,45.72,13.51
hsa-let-7d-3p,4.59,3.38,13.66,13.36,26.72,112.89,105.24,32.61,52.25,10.13
hsa-let-7d-5p,24.81,23.5,57.18,57.48,73.48,58.53,153.08,71.73,231.86,33.78
hsa-let-7e-3p,0.0,0.0,0.0,0.11,13.36,4.18,0.0,0.0,0.0,0.0
hsa-let-7e-5p,9.35,8.72,18.65,15.72,66.8,12.54,47.84,107.6,140.42,74.32
hsa-let-7f-1-3p,0.0,0.0,0.49,0.34,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.17,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,595.13,582.41,1375.27,1188.96,968.6,204.87,3775.93,1389.02,3654.2,1016.78
hsa-let-7g-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,39.43,39.16,112.9,106.32,73.48,50.17,395.45,189.12,506.17,108.1
hsa-let-7i-3p,0.17,0.71,0.61,0.11,0.0,4.18,0.0,3.26,0.0,3.38
hsa-let-7i-5p,119.64,130.65,172.88,162.46,100.2,142.15,1451.05,498.87,1423.8,499.94
hsa-miR-100-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-100-5p,53.02,71.2,231.41,213.43,26.72,50.17,22.32,101.08,68.58,54.05
hsa-miR-101-3p,20.05,25.45,63.28,55.91,240.48,342.84,210.48,198.9,205.73,67.56
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,3.27,0.0
hsa-miR-10393-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.51,0.89,0.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,1.53,2.14,0.61,0.79,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-10395-5p,0.51,0.71,0.37,0.67,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.53,0.49,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.51,0.18,0.24,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.68,0.36,1.22,1.12,0.0,0.0,9.57,3.26,3.27,6.76
hsa-miR-10396b-5p,0.34,0.53,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,6.29,0.18,1.22,7.86,26.72,292.67,133.94,153.25,16.33,77.69
hsa-miR-10400-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,13.26,12.99,5.36,6.06,0.0,0.0,3.19,0.0,16.33,0.0
hsa-miR-10401-5p,0.85,1.25,0.49,1.12,0.0,0.0,0.0,0.0,0.0,3.38
hsa-miR-10527-5p,0.68,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,3.27,3.38
hsa-miR-106b-3p,8.33,7.83,14.87,15.27,13.36,8.36,73.35,6.52,35.92,23.65
hsa-miR-106b-5p,3.23,3.56,7.56,8.87,13.36,4.18,12.76,13.04,16.33,20.27
hsa-miR-107,0.34,1.78,1.1,2.13,6.68,0.0,6.38,13.04,0.0,0.0
hsa-miR-10a-3p,1.7,1.07,2.93,3.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,1431.06,1405.65,5513.29,4906.96,1028.72,1049.42,637.83,1561.83,1048.26,824.23
hsa-miR-10b-3p,0.34,0.36,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,383.38,419.72,1779.2,1537.57,1643.29,1271.01,1361.76,5539.78,1609.94,1205.95
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-1180-3p,1.87,1.78,4.75,5.16,0.0,0.0,3.19,0.0,3.27,0.0
hsa-miR-1180-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.12,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-12136,0.17,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,0.0,0.0,12.54,6.38,3.26,3.27,0.0
hsa-miR-1226-5p,0.17,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,2683.52,2744.56,947.94,839.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-1248,193.73,186.54,133.38,115.98,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-125a-3p,0.17,0.36,0.61,0.34,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,24.47,42.9,62.18,55.8,80.16,104.52,57.4,176.07,176.34,81.07
hsa-miR-125b-1-3p,0.51,0.71,1.95,1.35,0.0,0.0,0.0,6.52,0.0,0.0
hsa-miR-125b-2-3p,0.17,0.0,0.37,0.34,26.72,20.9,0.0,0.0,0.0,27.02
hsa-miR-125b-5p,15.29,21.36,42.79,31.66,6.68,25.09,0.0,114.12,84.91,37.16
hsa-miR-126-3p,0.68,3.92,3.17,3.7,300.6,83.62,156.27,215.2,150.22,118.23
hsa-miR-126-5p,6.63,22.61,12.56,15.16,1309.29,401.37,2646.98,1310.77,2537.37,939.08
hsa-miR-1260b,0.68,0.71,0.49,0.56,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-1262,0.51,0.18,0.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1267,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
hsa-miR-1269a,0.0,0.18,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0
hsa-miR-1269b,0.0,0.36,0.0,0.11,0.0,0.0,0.0,6.52,0.0,0.0
hsa-miR-127-3p,0.17,2.67,0.49,0.45,0.0,0.0,9.57,22.82,45.72,23.65
hsa-miR-127-5p,0.0,0.0,0.12,0.11,6.68,0.0,0.0,3.26,0.0,3.38
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.34,0.53,1.22,1.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,6.53,0.0
hsa-miR-1273h-5p,1.36,1.25,0.85,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.68,1.42,1.71,1.68,0.0,4.18,0.0,6.52,0.0,0.0
hsa-miR-1276,0.0,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.17,0.18,0.12,0.0,0.0,0.0,6.38,0.0,0.0,0.0
hsa-miR-128-3p,3.57,4.81,6.34,5.73,46.76,25.09,63.78,19.56,52.25,13.51
hsa-miR-1283,0.34,1.78,0.37,0.9,6.68,4.18,19.13,26.08,0.0,3.38
hsa-miR-1285-3p,1.36,1.25,0.49,0.45,6.68,0.0,3.19,0.0,6.53,0.0
hsa-miR-1285-5p,20.56,21.0,7.19,7.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1286,0.0,0.18,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-1291,0.68,0.53,2.93,2.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.68,0.18,1.22,1.35,0.0,0.0,0.0,0.0,0.0,3.38
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-1301-3p,0.17,0.36,0.73,0.67,0.0,0.0,0.0,0.0,9.8,0.0
hsa-miR-1303,0.51,0.53,0.61,1.68,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.34,0.71,0.0,0.0,0.0,0.0,3.19,0.0,6.53,0.0
hsa-miR-1304-5p,0.0,0.36,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1305,0.0,0.18,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.18,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.24,0.45,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-1307-3p,3.23,2.67,6.95,6.85,0.0,0.0,31.89,3.26,22.86,0.0
hsa-miR-1307-5p,22.6,19.94,54.74,60.51,6.68,20.9,15.95,19.56,16.33,10.13
hsa-miR-130a-3p,11.9,17.09,18.17,19.42,46.76,37.63,165.83,71.73,150.22,57.43
hsa-miR-130a-5p,0.0,0.18,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,4.08,5.34,10.49,10.78,0.0,25.09,28.7,13.04,26.12,3.38
hsa-miR-130b-5p,1.19,0.36,0.49,0.79,0.0,0.0,6.38,0.0,6.53,0.0
hsa-miR-132-3p,0.51,0.89,3.17,3.59,6.68,0.0,0.0,6.52,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,4.93,7.3,1.83,1.91,20.04,66.9,28.7,42.39,39.19,10.13
hsa-miR-133a-3p,0.68,1.07,1.34,1.35,0.0,4.18,6.38,3.26,0.0,0.0
hsa-miR-133a-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.26,0.0,3.38
hsa-miR-135a-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,6.76
hsa-miR-135b-5p,0.0,0.0,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,3.38,0.49,0.79,13.36,29.27,15.95,58.69,16.33,30.4
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,3.38
hsa-miR-137-3p,0.34,0.18,0.0,0.45,0.0,0.0,0.0,0.0,0.0,3.38
hsa-miR-138-1-3p,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,1.19,2.31,4.27,2.47,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.34,0.36,0.12,0.22,6.68,0.0,0.0,3.26,0.0,0.0
hsa-miR-140-3p,4.42,6.05,5.85,5.5,33.4,12.54,35.08,48.91,26.12,43.91
hsa-miR-140-5p,0.34,0.36,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-141-3p,1.36,3.38,38.04,1.68,13.36,8.36,15.95,81.52,166.55,249.97
hsa-miR-141-5p,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,6.53,3.38
hsa-miR-142-3p,0.0,0.71,0.24,0.11,53.44,12.54,19.13,9.78,19.59,10.13
hsa-miR-142-5p,0.51,3.2,3.41,0.67,1062.12,221.59,315.72,130.42,365.75,165.52
hsa-miR-143-3p,3.91,947.31,375.15,342.09,1616.57,4527.97,2943.57,10427.43,1306.24,7019.49
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-144-3p,0.0,0.71,0.98,0.22,26.72,112.89,28.7,19.56,29.39,16.89
hsa-miR-144-5p,0.0,0.36,0.24,0.0,20.04,12.54,35.08,6.52,9.8,20.27
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.38
hsa-miR-145-5p,0.0,1.25,0.37,0.45,0.0,4.18,0.0,84.78,42.45,6.76
hsa-miR-1468-5p,0.0,0.0,0.0,0.11,0.0,0.0,3.19,0.0,3.27,0.0
hsa-miR-146a-5p,0.34,0.53,0.61,0.67,6.68,25.09,124.38,13.04,133.89,20.27
hsa-miR-146b-3p,0.0,0.53,0.37,0.34,0.0,0.0,6.38,3.26,3.27,3.38
hsa-miR-146b-5p,2.89,5.34,14.14,11.11,0.0,0.0,3.19,22.82,45.72,37.16
hsa-miR-147b-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,81.91,101.28,327.36,262.49,160.32,309.39,532.58,472.79,591.07,516.83
hsa-miR-148a-5p,0.34,0.36,0.98,0.67,0.0,0.0,0.0,3.26,6.53,10.13
hsa-miR-148b-3p,4.59,6.94,16.22,16.39,13.36,12.54,38.27,13.04,55.52,13.51
hsa-miR-148b-5p,1.36,0.18,1.34,0.79,0.0,4.18,3.19,0.0,0.0,0.0
hsa-miR-149-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,6.8,6.76,20.12,22.34,0.0,0.0,0.0,3.26,6.53,3.38
hsa-miR-150-3p,0.0,0.0,0.0,0.11,0.0,4.18,0.0,0.0,0.0,0.0
hsa-miR-150-5p,0.0,0.53,0.37,0.11,1175.68,204.87,169.02,182.59,215.53,145.25
hsa-miR-151a-3p,55.23,58.92,104.36,94.65,80.16,96.16,350.8,163.03,355.95,135.12
hsa-miR-151a-5p,79.19,89.53,102.78,117.1,100.2,20.9,191.35,120.64,222.06,60.8
hsa-miR-151b,0.34,1.25,0.37,4.72,0.0,8.36,3.19,3.26,16.33,0.0
hsa-miR-152-3p,2.55,2.49,7.19,5.39,6.68,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-5p,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,30.93,31.33,66.69,68.6,6.68,0.0,19.13,9.78,3.27,3.38
hsa-miR-15a-5p,5.95,6.76,10.85,14.93,20.04,305.21,688.85,149.99,711.9,155.39
hsa-miR-15b-3p,0.0,0.53,2.32,1.46,0.0,4.18,6.38,6.52,9.8,3.38
hsa-miR-15b-5p,14.27,16.38,69.62,81.28,0.0,0.0,15.95,0.0,22.86,6.76
hsa-miR-16-2-3p,5.44,4.81,5.0,5.39,40.08,75.26,70.16,16.3,52.25,16.89
hsa-miR-16-5p,209.71,212.17,433.8,473.9,427.52,321.93,4149.06,769.5,3970.96,780.32
hsa-miR-17-3p,0.51,0.89,1.71,1.68,6.68,4.18,9.57,0.0,0.0,0.0
hsa-miR-17-5p,3.91,6.05,10.12,13.02,6.68,0.0,19.13,3.26,45.72,6.76
hsa-miR-181a-2-3p,3.06,4.27,8.17,6.29,13.36,0.0,6.38,6.52,3.27,6.76
hsa-miR-181a-3p,0.68,1.25,1.83,3.7,6.68,8.36,15.95,6.52,0.0,10.13
hsa-miR-181a-5p,281.93,377.0,559.38,580.33,647.96,1003.43,1269.27,1499.88,947.02,1141.76
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-181b-5p,37.73,43.08,69.01,69.95,46.76,25.09,89.3,94.56,94.7,91.21
hsa-miR-181c-3p,1.53,0.71,1.83,1.35,0.0,0.0,3.19,0.0,6.53,0.0
hsa-miR-181c-5p,17.84,16.91,28.16,31.1,0.0,0.0,6.38,19.56,26.12,10.13
hsa-miR-181d-5p,1.36,1.6,2.93,2.81,0.0,0.0,9.57,0.0,35.92,3.38
hsa-miR-182-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,63.9,66.22,174.1,143.15,40.08,45.99,73.35,74.99,284.11,70.94
hsa-miR-183-3p,0.17,0.0,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,6.12,5.34,15.73,11.79,6.68,0.0,3.19,13.04,13.06,3.38
hsa-miR-184,0.0,0.89,1.58,0.56,0.0,0.0,0.0,0.0,0.0,6.76
hsa-miR-1843,0.34,0.0,0.24,0.11,0.0,0.0,22.32,6.52,9.8,3.38
hsa-miR-185-3p,0.0,0.18,0.12,0.0,0.0,0.0,0.0,0.0,3.27,6.76
hsa-miR-185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0
hsa-miR-186-5p,28.21,30.08,76.44,76.91,113.56,66.9,184.97,172.81,186.14,111.47
hsa-miR-18a-3p,0.17,0.18,0.61,0.34,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-18a-5p,0.34,0.36,0.49,0.34,0.0,0.0,3.19,0.0,3.27,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.18,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.17,0.18,0.98,0.9,0.0,0.0,0.0,3.26,9.8,0.0
hsa-miR-190b-5p,0.0,0.0,0.24,0.22,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.18,0.0,0.34,0.0,0.0,3.19,3.26,3.27,0.0
hsa-miR-191-5p,80.04,79.57,201.78,189.85,227.12,183.96,478.37,498.87,512.7,280.37
hsa-miR-1910-3p,0.0,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.71,0.37,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,37.05,41.83,113.02,116.31,140.28,192.32,118.0,110.86,71.84,50.67
hsa-miR-193a-3p,0.17,0.36,0.61,0.34,0.0,0.0,0.0,3.26,9.8,0.0
hsa-miR-193a-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-3p,1.7,1.96,4.02,1.8,0.0,0.0,0.0,0.0,9.8,10.13
hsa-miR-193b-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,1.02,1.42,1.46,0.79,6.68,8.36,3.19,0.0,9.8,0.0
hsa-miR-195-3p,0.0,0.0,0.12,0.0,6.68,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,1.53,2.49,6.1,5.05,0.0,0.0,0.0,58.69,26.12,27.02
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,10.71,12.1,41.58,34.36,0.0,0.0,0.0,6.52,0.0,0.0
hsa-miR-196b-3p,0.17,0.36,0.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,9.52,8.37,15.36,14.26,6.68,0.0,0.0,0.0,6.53,3.38
hsa-miR-197-3p,2.04,1.96,7.8,10.78,0.0,0.0,3.19,19.56,9.8,0.0
hsa-miR-198,0.0,0.18,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-199a-3p,0.0,4.81,2.56,3.14,20.04,75.26,641.02,74.99,884.98,30.4
hsa-miR-199a-5p,0.0,1.78,0.73,0.45,0.0,4.18,9.57,61.95,13.06,30.4
hsa-miR-199b-3p,0.17,0.18,0.37,1.57,46.76,12.54,79.73,306.5,19.59,192.55
hsa-miR-199b-5p,0.0,0.36,0.61,0.56,0.0,4.18,0.0,35.87,6.53,16.89
hsa-miR-19a-3p,5.95,5.34,17.43,14.15,0.0,4.18,0.0,6.52,13.06,0.0
hsa-miR-19a-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,8.67,7.12,23.41,16.17,6.68,16.72,22.32,13.04,22.86,40.54
hsa-miR-200a-3p,0.0,0.0,0.49,0.11,0.0,0.0,0.0,6.52,19.59,3.38
hsa-miR-200a-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.89,0.98,0.0,0.0,0.0,0.0,0.0,19.59,10.13
hsa-miR-200c-3p,0.0,0.0,0.98,0.22,0.0,0.0,0.0,3.26,26.12,0.0
hsa-miR-202-5p,0.0,0.36,0.0,0.34,0.0,0.0,0.0,0.0,13.06,0.0
hsa-miR-203a-3p,0.17,5.16,0.73,2.25,126.92,217.41,0.0,283.67,62.05,6.76
hsa-miR-204-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.17,0.18,0.37,0.45,6.68,0.0,3.19,32.61,6.53,13.51
hsa-miR-205-5p,0.51,0.36,0.73,1.35,13.36,20.9,3.19,3.26,9.8,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,5.44,3.03,10.12,10.55,0.0,4.18,9.57,0.0,22.86,16.89
hsa-miR-20b-5p,0.0,0.0,0.12,0.22,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-21-3p,19.88,21.36,33.65,33.68,0.0,16.72,28.7,48.91,19.59,43.91
hsa-miR-21-5p,316.43,336.95,667.15,672.06,340.68,443.18,1058.79,1212.95,1152.75,1145.14
hsa-miR-210-3p,7.14,6.94,10.97,10.33,0.0,0.0,9.57,0.0,32.66,16.89
hsa-miR-210-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,3.38
hsa-miR-2110,0.0,0.0,0.0,0.11,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-212-3p,0.17,0.0,0.0,0.22,0.0,0.0,0.0,0.0,3.27,0.0
hsa-miR-212-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,9.69,9.26,32.92,30.54,0.0,45.99,9.57,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.12,0.11,0.0,0.0,0.0,3.26,0.0,3.38
hsa-miR-218-5p,0.0,0.0,0.85,0.67,0.0,4.18,0.0,9.78,3.27,3.38
hsa-miR-219a-1-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-3p,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-5p,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,214.12,222.5,366.25,353.77,774.88,1003.43,3185.94,1865.07,3389.69,1347.82
hsa-miR-22-5p,0.0,0.53,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-221-3p,17.84,15.66,36.09,35.81,26.72,45.99,236.0,101.08,215.53,94.58
hsa-miR-221-5p,1.87,1.78,2.8,2.47,0.0,0.0,0.0,0.0,0.0,6.76
hsa-miR-222-3p,23.79,22.43,43.89,51.08,73.48,20.9,130.75,68.47,156.75,43.91
hsa-miR-222-5p,0.34,0.36,0.49,0.34,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.0,0.0,0.12,0.0,200.4,33.45,73.35,13.04,52.25,27.02
hsa-miR-223-5p,0.0,0.0,0.0,0.0,13.36,0.0,3.19,0.0,13.06,10.13
hsa-miR-224-3p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,2.55,2.85,5.12,4.04,0.0,4.18,6.38,0.0,0.0,0.0
hsa-miR-2276-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.34,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.36,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0
hsa-miR-2355-5p,0.17,0.0,0.0,0.45,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-23a-3p,9.52,7.12,18.04,18.08,86.84,163.06,51.03,55.43,39.19,47.29
hsa-miR-23b-3p,4.42,4.98,10.0,12.13,33.4,33.45,22.32,94.56,35.92,16.89
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0
hsa-miR-24-2-5p,0.17,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,1.53,0.18,2.56,2.25,0.0,4.18,19.13,52.17,19.59,6.76
