miRNA,GSM4044943,GSM4044944,GSM4044945,GSM4044946,GSM4044947,GSM4044948,GSM4044949,GSM4044950,GSM4044951,GSM4044952,GSM4044953,GSM4044954,GSM4044955,GSM4044956,GSM4044957,GSM4044958,GSM4044959,GSM4044960,GSM4044961,GSM4044962,GSM4044963,GSM4044964,GSM4044965,GSM4044966,GSM4044967,GSM4044968,GSM4044969,GSM4044970,GSM4044971,GSM4044972,GSM4044973,GSM4044974,GSM4044975,GSM4044976,GSM4044977,GSM4044978,GSM4044979,GSM4044980,GSM4044981,GSM4044982,GSM4044983,GSM4044984,GSM4044985,GSM4044986,GSM4044987,GSM4044988,GSM4044989,GSM4044990
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,397.08,0.0,0.0,0.0,0.0,0.0,9.22,12.22,30.57,32.38,0.0,47.78,0.0,0.0,0.0,179.03,0.0,25.45,45.89,0.0,0.0,10.28,42.02,41.13,17.79,5.79,14.74,20.86,17.0,0.0,27.1,0.0,0.0,0.0,23.43,5.04,46.38,52.44,0.0,18.63,0.0,20.01,294.07,16.84,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,13.27,0.0,0.0,0.0,4.61,24.44,0.0,8.09,0.0,0.0,0.0,0.0,5.3,12.79,0.0,0.0,68.83,0.0,6.12,0.0,16.81,5.14,0.0,5.79,0.0,0.0,0.0,0.0,81.29,0.0,31.72,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,0.0,26.02,13.27,16.01,37.75,57.46,23.04,24.44,0.0,8.09,0.0,31.85,0.0,0.0,0.0,51.15,0.0,0.0,45.89,45.92,55.09,0.0,16.81,15.42,0.0,0.0,0.0,0.0,45.34,20.57,0.0,156.24,0.0,0.0,218.68,10.07,0.0,43.7,0.0,18.63,0.0,40.03,0.0,0.0,34.33,46.86,50.94,20.07
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,15.93,13.31,0.0,0.0,12.79,0.0,0.0,0.0,15.31,6.12,0.0,0.0,5.14,0.0,0.0,14.74,0.0,34.0,0.0,0.0,0.0,15.86,0.0,39.05,10.07,0.0,8.74,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,2382.47,1483.33,1990.18,2545.83,868.34,746.93,1815.65,1674.02,1131.08,2792.37,848.03,1067.08,678.56,493.11,259.58,1534.51,1113.08,1845.39,3211.97,1178.67,1603.7,226.24,1538.09,2190.07,1654.48,307.12,1164.23,1147.2,1490.43,5018.68,1517.49,1614.5,1379.77,1378.74,7895.91,664.68,964.63,2080.13,1039.78,3455.26,1590.52,3852.54,2881.84,2247.72,4479.46,4186.13,2088.53,923.23
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,26.02,26.54,0.0,12.58,0.0,43.78,73.31,0.0,16.19,0.0,31.85,13.31,0.0,10.6,38.36,0.0,25.45,22.94,0.0,18.36,0.0,8.4,41.13,17.79,11.59,58.95,20.86,17.0,6.86,0.0,104.16,15.86,31.1,171.82,5.04,0.0,26.22,16.77,60.54,42.23,80.05,0.0,0.0,17.16,15.62,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,32.02,12.58,0.0,6.91,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,15.31,6.12,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,0.0,78.1,0.0,9.28,8.74,0.0,9.31,0.0,440.29,0.0,0.0,0.0,0.0,0.0,20.07
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.0,5.79,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72,0.0,0.0,0.0,0.0,0.0,0.0,7.81,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,635.32,338.3,305.16,544.39,364.95,258.55,1036.86,574.3,213.99,372.32,322.49,238.9,93.14,184.92,42.38,524.29,320.2,394.53,367.08,382.68,373.38,51.42,588.34,365.01,320.22,34.77,722.12,438.02,481.7,521.07,460.67,885.37,348.91,518.32,3295.82,146.03,64.93,410.78,352.18,1043.1,225.21,2251.49,705.76,361.99,223.11,515.46,203.76,180.63
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,25.35,12.22,0.0,8.09,11.94,0.0,13.31,0.0,0.0,12.79,0.0,0.0,0.0,0.0,6.12,0.0,16.81,5.14,0.0,0.0,44.21,0.0,34.0,13.71,0.0,0.0,0.0,41.47,85.91,10.07,0.0,43.7,0.0,13.97,0.0,50.03,58.81,8.42,17.16,15.62,0.0,0.0
hsa-miR-221-3p,0.0,0.0,13.27,16.01,12.58,0.0,6.91,0.0,0.0,32.38,0.0,0.0,0.0,0.0,0.0,25.58,30.5,12.73,0.0,30.61,30.6,0.0,0.0,30.85,0.0,0.0,14.74,20.86,17.0,47.99,0.0,104.16,0.0,20.73,78.1,0.0,9.28,17.48,0.0,32.6,28.15,10.01,0.0,0.0,17.16,15.62,0.0,0.0
hsa-miR-221-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,26.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,46.86,0.0,0.0
hsa-miR-222-3p,119.12,78.07,132.68,160.12,50.34,28.73,36.87,109.97,30.57,113.31,23.89,15.93,26.61,0.0,15.89,166.24,30.5,190.9,137.66,76.54,159.15,20.57,117.67,215.92,35.58,11.59,44.21,104.29,85.01,425.08,27.1,208.32,63.44,82.93,234.3,25.18,27.83,122.36,16.77,83.82,98.53,90.06,235.25,42.09,68.65,328.02,101.88,80.28
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.0,0.0,0.0,16.01,0.0,0.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,24.48,0.0,16.81,5.14,0.0,0.0,0.0,0.0,5.67,6.86,0.0,0.0,15.86,20.73,15.62,0.0,0.0,34.96,16.77,4.66,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-5p,39.71,0.0,53.07,80.06,0.0,0.0,23.04,24.44,30.57,80.94,59.72,31.85,26.61,0.0,5.3,63.94,0.0,89.09,137.66,30.61,42.85,10.28,58.83,56.55,17.79,28.97,29.47,125.15,22.67,143.98,81.29,0.0,79.3,51.83,218.68,20.14,27.83,61.18,16.77,158.33,84.45,270.18,235.25,42.09,85.81,140.58,0.0,20.07
hsa-miR-224-5p,0.0,0.0,53.07,16.01,12.58,0.0,0.0,24.44,0.0,32.38,23.89,0.0,0.0,0.0,0.0,0.0,0.0,12.73,22.94,15.31,18.36,0.0,25.21,35.99,17.79,5.79,0.0,62.57,39.67,198.83,0.0,52.08,0.0,0.0,23.43,15.11,9.28,17.48,0.0,60.54,14.08,50.03,58.81,16.84,0.0,15.62,101.88,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,0.0,0.0,26.54,0.0,0.0,0.0,2.3,0.0,0.0,16.19,0.0,0.0,0.0,0.0,0.0,12.79,30.5,0.0,0.0,0.0,0.0,0.0,8.4,5.14,0.0,0.0,14.74,0.0,11.33,13.71,0.0,0.0,0.0,0.0,0.0,0.0,18.55,0.0,0.0,9.31,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,39.71,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.0,0.0,0.0,31.24,0.0,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,13.27,0.0,12.58,0.0,11.52,0.0,0.0,16.19,0.0,0.0,0.0,30.82,5.3,12.79,15.25,12.73,22.94,0.0,18.36,0.0,25.21,5.14,0.0,5.79,0.0,20.86,11.33,47.99,0.0,0.0,15.86,10.37,23.43,15.11,9.28,8.74,0.0,4.66,0.0,10.01,0.0,0.0,17.16,0.0,0.0,0.0
hsa-miR-24-3p,436.79,104.09,371.5,336.24,151.02,71.82,193.55,342.14,305.7,566.57,71.66,111.49,106.44,123.28,37.08,511.5,106.73,598.16,206.48,153.07,385.62,20.57,462.27,282.76,249.06,98.51,235.79,166.86,311.69,671.9,298.08,520.81,348.91,238.43,788.81,166.17,92.75,244.72,67.08,1089.66,211.13,770.51,411.69,210.46,85.81,109.34,152.82,100.35
hsa-miR-25-3p,397.08,1951.75,1366.59,1104.8,1271.05,732.57,2525.32,1441.86,947.66,720.35,979.42,1035.23,585.43,739.67,206.6,1956.5,853.87,1323.59,940.65,1515.43,1230.32,349.64,924.53,1110.46,569.28,133.28,1886.35,438.02,1082.4,987.28,704.55,2083.22,555.08,435.39,10980.86,503.54,120.58,1214.87,1861.54,675.22,548.94,5003.3,823.38,404.08,1441.66,468.6,713.16,441.55
hsa-miR-25-5p,0.0,0.0,0.0,0.0,25.17,14.36,9.22,0.0,0.0,0.0,23.89,0.0,0.0,0.0,0.0,25.58,0.0,0.0,0.0,0.0,12.24,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,10.37,31.24,0.0,0.0,0.0,0.0,4.66,0.0,20.01,0.0,0.0,0.0,15.62,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,16.84,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,873.57,338.3,557.25,1104.8,427.88,172.37,513.82,513.2,366.84,1011.73,155.27,382.24,119.75,61.64,58.27,716.1,106.73,954.51,1950.12,413.3,1150.75,41.13,1000.18,704.32,391.38,63.74,338.95,479.74,685.71,1240.96,243.88,1041.61,428.2,300.63,1038.73,201.42,166.96,821.56,301.87,707.82,577.09,550.36,705.76,723.98,137.3,952.81,458.46,361.26
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,22.94,0.0,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,39.71,52.05,13.27,160.12,12.58,71.82,46.08,85.53,30.57,89.03,0.0,15.93,26.61,0.0,0.0,89.51,0.0,101.81,22.94,107.15,67.33,0.0,67.24,61.69,0.0,0.0,29.47,62.57,45.34,47.99,0.0,52.08,111.02,20.73,320.21,35.25,9.28,61.18,33.54,69.85,42.23,90.06,58.81,16.84,0.0,31.24,0.0,40.14
hsa-miR-27a-3p,158.83,52.05,13.27,64.05,12.58,14.36,59.91,158.85,61.14,72.84,11.94,47.78,53.22,30.82,5.3,127.88,0.0,152.72,160.6,45.92,146.9,30.85,142.88,71.97,53.37,5.79,58.95,41.72,136.01,34.28,27.1,0.0,79.3,124.4,445.17,55.39,0.0,43.7,16.77,149.01,112.6,310.2,0.0,58.93,17.16,218.68,101.88,20.07
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,15.31,0.0,10.28,8.4,25.71,0.0,5.79,0.0,41.72,17.0,20.57,0.0,0.0,0.0,31.1,23.43,10.07,0.0,34.96,0.0,23.28,28.15,10.01,0.0,0.0,34.33,0.0,50.94,0.0
hsa-miR-27b-3p,277.95,104.09,79.61,128.09,25.17,14.36,66.82,219.94,30.57,137.6,11.94,47.78,26.61,0.0,5.3,115.09,30.5,76.36,45.89,61.23,171.39,20.57,58.83,97.68,142.32,28.97,58.95,104.29,130.34,61.71,27.1,208.32,79.3,31.1,351.45,75.53,27.83,61.18,0.0,246.8,56.3,350.23,235.25,58.93,68.65,31.24,50.94,20.07
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0
hsa-miR-28-3p,0.0,26.02,0.0,0.0,12.58,0.0,18.43,0.0,0.0,16.19,11.94,15.93,13.31,0.0,0.0,25.58,0.0,50.91,22.94,45.92,73.45,0.0,33.62,30.85,0.0,0.0,0.0,20.86,39.67,130.27,0.0,0.0,0.0,62.2,93.72,5.04,9.28,69.92,0.0,107.1,28.15,10.01,0.0,8.42,17.16,15.62,50.94,20.07
hsa-miR-28-5p,0.0,0.0,26.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,20.86,5.67,0.0,0.0,0.0,0.0,0.0,31.24,10.07,0.0,17.48,0.0,18.63,0.0,0.0,0.0,8.42,0.0,15.62,0.0,0.0
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,0.0,26.02,26.54,64.05,25.17,0.0,57.6,85.53,61.14,40.47,35.83,31.85,26.61,0.0,5.3,76.73,30.5,76.36,22.94,91.84,104.06,10.28,50.43,61.69,17.79,0.0,0.0,125.15,85.01,27.42,54.2,52.08,95.16,145.13,187.44,20.14,9.28,52.44,33.54,97.79,70.38,120.08,58.81,33.67,68.65,46.86,50.94,20.07
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,15.31,6.12,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,4.66,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,17.79,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,26.02,119.41,48.03,37.75,43.09,69.12,48.88,91.71,32.38,71.66,47.78,53.22,0.0,21.19,89.51,15.25,76.36,114.71,45.92,128.54,30.85,117.67,56.55,53.37,34.77,14.74,41.72,90.67,27.42,54.2,52.08,47.58,82.93,124.96,35.25,27.83,34.96,16.77,65.19,70.38,90.06,176.44,42.09,85.81,31.24,50.94,120.42
hsa-miR-30a-5p,198.54,52.05,119.41,352.25,138.43,114.91,225.8,268.82,183.42,178.06,95.55,95.56,79.83,92.46,10.6,179.03,30.5,165.45,367.08,122.46,220.36,30.85,184.91,138.81,88.95,40.56,73.69,146.01,306.02,109.7,135.49,260.4,190.31,228.06,367.07,95.67,74.2,131.1,33.54,181.61,98.53,440.29,58.81,134.69,102.98,156.2,152.82,120.42
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.93,13.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,17.48,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
