miRNA,GSM3939089,GSM3939090,GSM3939091,GSM3939092,GSM3939093,GSM3939094,GSM3939095,GSM3939096,GSM3939097,GSM3939098,GSM3939099,GSM3939100,GSM3939101,GSM3939102,GSM3939103,GSM3939104,GSM3939105,GSM3939106
hsa-miR-449a,2.04,2.4,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,1.52,0.0,0.0,0.19
hsa-miR-449b-5p,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-5p,0.0,0.16,0.0,0.0,0.4,0.58,0.0,0.26,0.0,0.27,0.31,0.0,0.0,0.0,0.97,0.0,0.0,0.19
hsa-miR-4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-4504,0.15,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-4507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-4508,2.18,2.08,2.67,0.0,9.67,4.94,0.0,6.23,4.05,6.23,3.39,4.45,0.0,8.27,0.28,7.34,11.53,16.05
hsa-miR-450a-1-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.31,0.0,0.0,0.0,0.28,0.26,0.0,0.19
hsa-miR-450a-2-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-450a-5p,0.15,0.8,0.0,0.0,0.0,0.58,0.0,0.26,0.0,0.0,0.31,0.25,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-450b-5p,6.25,17.42,3.34,0.0,4.03,4.07,0.0,3.63,3.8,3.25,2.16,3.71,0.0,1.53,5.66,3.14,1.1,2.1
hsa-miR-4512,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,69.66,38.2,34.05,0.0,49.96,48.82,0.0,89.75,24.06,51.43,30.79,15.34,0.0,43.2,11.46,69.97,20.04,35.34
hsa-miR-4517,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-451a,6.98,41.08,3.34,4.25,16.52,6.97,11.79,6.74,9.12,11.37,1.54,9.65,3.82,9.8,0.0,3.93,11.53,1.72
hsa-miR-452-3p,1.45,2.56,0.0,2.13,0.0,0.29,0.0,0.52,0.25,0.54,0.92,1.98,0.0,0.0,1.11,0.0,0.55,0.76
hsa-miR-452-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-4520-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
hsa-miR-4523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-454-3p,47.85,54.82,6.01,0.53,45.12,37.49,0.0,74.18,68.64,41.15,43.72,106.4,0.0,30.95,431.93,15.72,23.33,40.11
hsa-miR-454-5p,7.56,21.74,0.0,0.0,4.03,2.03,0.0,5.97,3.8,2.98,3.69,4.7,0.0,3.68,14.64,2.36,2.47,4.78
hsa-miR-455-3p,1.31,2.08,1.34,0.0,1.21,0.29,0.0,1.04,1.01,1.62,0.92,1.73,0.0,2.45,18.1,0.26,0.27,0.76
hsa-miR-455-5p,26.47,44.59,1.34,0.53,18.13,15.4,0.0,25.16,30.14,22.74,20.94,24.25,0.0,19.92,96.41,8.91,9.61,9.74
hsa-miR-4638-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4640-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.25,0.0,0.31,0.28,0.0,0.0,0.0
hsa-miR-4640-5p,1.02,0.8,0.0,3.19,1.21,1.16,0.0,0.26,0.25,0.27,0.0,0.0,0.0,0.0,1.66,0.26,0.55,0.0
hsa-miR-4641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4650-3p,0.15,0.8,0.0,0.53,1.21,0.87,0.0,0.26,1.01,0.0,0.31,1.24,0.0,0.31,0.97,0.52,0.0,0.76
hsa-miR-4652-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.27,0.0
hsa-miR-4652-5p,0.29,1.76,0.0,1.06,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.49,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-4653-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4654,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4655-5p,0.15,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4657,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4658,0.44,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.31,0.14,0.0,0.0,0.38
hsa-miR-4659a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4659b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4662a-5p,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4664-3p,0.73,2.24,0.0,0.0,0.0,0.29,0.0,0.52,0.25,0.27,0.31,0.0,0.0,1.23,0.97,0.26,0.0,0.0
hsa-miR-4664-5p,1.89,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.28,0.52,0.0,0.0
hsa-miR-4667-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4667-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4668-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4671-3p,0.15,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4672,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4676-3p,0.58,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.55,0.0
hsa-miR-4677-3p,0.58,0.96,0.0,0.0,0.81,0.29,0.0,0.0,1.01,0.27,1.54,0.0,0.0,0.0,2.76,0.79,0.27,0.76
hsa-miR-4677-5p,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.28,0.0,0.27,0.0
hsa-miR-4679,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4683,0.44,1.28,0.0,0.0,0.4,0.0,0.0,0.26,0.0,0.54,0.0,0.0,0.0,0.61,0.14,0.0,0.0,0.0
hsa-miR-4684-3p,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4685-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-3p,0.29,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4688,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4689,0.58,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-4690-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.83,0.0,0.27,0.19
hsa-miR-4695-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4700-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.25,0.0,0.0,0.41,0.0,0.27,0.0
hsa-miR-4700-5p,0.15,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.25,0.27,0.31,0.25,0.0,0.0,0.14,0.26,0.0,0.0
hsa-miR-4703-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-5p,0.29,0.16,0.0,0.0,0.0,0.29,2.72,0.26,0.0,0.0,0.62,0.25,0.0,0.0,0.97,0.0,0.0,0.19
hsa-miR-4709-3p,0.0,0.16,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-4709-5p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
hsa-miR-4713-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4713-5p,1.02,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.62,0.0,0.0,0.0,0.14,0.0,0.27,0.19
hsa-miR-4714-3p,0.15,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.28,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4717-3p,0.15,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4721,0.87,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4723-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-4726-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-4727-3p,0.29,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4728-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4733-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-4734,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4738-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.0,0.0,0.0
hsa-miR-4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4740-5p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4742-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.62,0.49,0.0,0.31,0.0,0.0,0.0,0.19
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-4745-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-4745-5p,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4746-5p,0.44,1.28,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.31,0.55,0.0,0.82,0.57
hsa-miR-4747-5p,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4749-5p,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4753-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-4755-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4758-3p,0.73,0.8,0.0,0.0,0.4,0.87,0.0,0.0,0.51,0.27,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4758-5p,0.15,1.28,0.0,0.53,0.0,0.58,0.0,0.0,0.25,0.54,0.0,0.25,0.0,0.31,0.97,0.0,0.27,1.15
hsa-miR-4760-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4762-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-5p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.16,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.38
hsa-miR-4766-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-4767,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.14,0.0,0.27,0.0
hsa-miR-4768-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-4768-5p,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4775,1.6,2.08,0.0,0.0,0.4,0.29,0.0,0.26,1.01,0.54,0.31,0.99,0.0,0.92,0.97,2.1,0.82,0.57
hsa-miR-4779,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4783-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4785,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.31,0.28,0.0,0.0,0.0
hsa-miR-4786-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4788,0.73,4.48,0.0,0.0,0.81,0.29,0.0,0.26,0.25,0.0,0.31,0.25,0.0,0.31,0.14,0.79,1.1,0.57
hsa-miR-4791,4.22,11.51,3.34,1.6,0.4,0.29,1.81,0.52,0.76,0.54,0.31,0.25,1.53,1.53,0.28,1.57,0.0,0.0
hsa-miR-4793-5p,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4795-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-4796-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-4797-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-4798-5p,0.29,0.8,0.0,0.0,0.0,0.0,0.0,0.52,0.25,0.27,0.0,0.25,0.0,0.31,0.28,0.52,0.55,0.0
hsa-miR-4799-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4802-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4802-5p,0.29,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-483-3p,0.58,1.28,1.34,0.0,0.4,0.58,0.0,0.52,1.01,1.62,1.23,0.99,0.0,0.0,0.0,0.0,4.94,0.19
hsa-miR-483-5p,0.0,1.12,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.26,0.27,0.19
hsa-miR-484,8.29,12.47,0.67,1.6,10.88,3.2,0.91,4.67,5.07,2.17,4.93,5.69,0.0,10.72,13.4,2.88,1.65,2.1
hsa-miR-485-3p,0.44,0.32,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.61,0.14,0.0,0.82,0.0
hsa-miR-485-5p,0.44,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-486-3p,0.0,0.32,0.0,0.0,0.81,0.0,0.0,0.0,0.25,0.0,0.62,0.74,0.0,0.31,0.14,0.0,0.0,0.96
hsa-miR-486-5p,0.73,9.11,0.0,0.0,0.81,14.24,0.0,0.26,1.27,0.54,0.0,0.25,0.0,12.56,0.83,5.77,3.29,0.19
hsa-miR-487a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-487b-3p,0.87,2.72,0.0,0.0,2.01,0.0,0.0,0.78,0.76,0.54,0.31,0.49,0.0,0.31,0.0,0.0,0.82,0.0
hsa-miR-487b-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
hsa-miR-489-3p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0
hsa-miR-491-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-491-5p,1.31,1.92,0.0,0.0,1.61,1.16,0.0,0.26,1.01,0.54,0.62,0.99,0.0,1.53,1.8,0.0,0.0,0.19
hsa-miR-492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-493-3p,1.89,2.56,0.0,0.0,0.4,0.87,0.0,0.26,0.0,0.27,0.31,0.0,0.0,0.0,0.0,1.31,0.27,0.57
hsa-miR-493-5p,3.05,7.35,0.0,0.0,1.61,0.87,0.0,0.52,2.28,0.54,0.31,0.99,0.0,0.61,0.28,0.26,0.0,0.0
hsa-miR-494-3p,21.81,69.69,0.0,0.0,2.42,1.45,0.0,3.11,2.53,0.54,2.46,0.49,0.0,1.23,0.28,1.31,1.92,0.96
hsa-miR-495-3p,1.45,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.14,0.0,0.27,0.0
hsa-miR-496,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-497-5p,1.02,1.12,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.54,0.31,0.25,0.0,0.0,1.66,0.0,0.0,0.0
hsa-miR-4999-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-499a-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,0.15,0.16,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.15,1.44,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.31,0.28,0.0,0.0,0.0
hsa-miR-5001-5p,0.29,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5003-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-5006-5p,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-5008-3p,0.15,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5008-5p,0.0,0.32,2.0,0.0,0.4,0.29,1.81,0.0,0.25,0.27,0.31,0.49,0.0,0.0,1.24,0.0,0.27,0.0
hsa-miR-5009-5p,0.73,0.48,0.0,0.0,0.4,0.29,0.0,0.0,0.76,0.27,0.31,0.49,0.0,0.31,0.55,0.0,0.0,0.0
hsa-miR-500a-3p,8.58,17.42,0.67,0.0,0.81,0.87,0.0,2.85,2.28,1.35,2.16,3.22,0.0,1.53,8.15,1.57,1.65,2.1
hsa-miR-500a-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.25,0.0,0.31,0.69,0.0,0.0,0.19
hsa-miR-500b-3p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
