miRNA,GSM4154495,GSM4154496,GSM4154497,GSM4154498,GSM4154499,GSM4154500,GSM4154501,GSM4154502,GSM4154503,GSM4154504,GSM4154505,GSM4154506,GSM4154507,GSM4154508,GSM4154509,GSM4154456,GSM4154457,GSM4154458,GSM4154459,GSM4154460,GSM4154461,GSM4154462,GSM4154463,GSM4154464,GSM4154465,GSM4154466,GSM4154467,GSM4154468,GSM4154469,GSM4154470,GSM4154471,GSM4154472,GSM4154473,GSM4154474,GSM4154475,GSM4154476,GSM4154477,GSM4154478,GSM4154479,GSM4154480,GSM4154481,GSM4154482,GSM4154483,GSM4154484,GSM4154485,GSM4154486,GSM4154487,GSM4154488,GSM4154489,GSM4154490,GSM4154491,GSM4154492,GSM4154493,GSM4154494
hsa-miR-11401,6.25,6.92,0.6,1.17,3.53,2.81,3.49,0.0,0.0,0.4,0.37,0.0,3.23,9.11,7.95,4.16,0.0,2.03,3.44,1.95,1.54,5.26,3.44,3.87,5.79,5.86,6.03,1.62,0.92,0.0,0.0,0.0,5.71,7.46,0.0,0.0,0.0,0.0,5.89,0.0,0.0,1.9,3.09,2.77,5.89,5.3,5.69,0.42,6.19,0.11,0.0,0.0,0.0,0.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-1179,0.0,0.63,0.0,0.0,0.0,0.0,0.05,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.16,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-1180-3p,8.68,8.18,21.3,5.32,7.23,18.81,12.79,14.76,12.12,5.6,10.33,8.47,9.08,21.04,17.51,18.48,22.86,6.34,7.59,5.32,5.66,71.02,52.95,16.67,32.55,12.07,6.03,8.11,7.82,13.45,14.25,19.85,6.98,9.44,0.0,0.0,0.0,6.0,26.26,68.78,9.17,7.92,6.08,13.73,19.21,12.58,16.67,3.36,18.27,24.65,27.63,21.52,0.0,57.61
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1183,1.04,0.21,1.2,0.0,0.53,0.31,0.65,0.0,0.0,0.0,0.0,0.0,0.2,0.79,0.84,1.64,0.0,0.51,0.43,0.89,0.51,0.0,0.0,2.7,1.23,0.18,0.0,0.0,0.46,0.0,1.04,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.16,0.11,0.12,0.22,0.0,0.0,0.84,0.0,0.95,0.0,2.24,0.0,0.0
hsa-miR-1185-1-3p,48.95,55.17,3.9,32.67,40.56,36.04,31.2,73.64,21.95,17.61,23.16,54.22,51.66,69.08,60.87,32.99,9.41,30.2,28.22,12.59,1.54,26.3,27.55,12.38,21.83,52.38,20.1,1.62,14.72,26.31,6.08,5.52,147.23,175.78,0.0,0.0,0.0,0.0,3.19,2.14,14.49,9.26,19.56,9.76,10.26,41.48,58.77,2.1,22.36,1.01,64.91,28.23,0.0,57.61
hsa-miR-1185-2-3p,3.12,18.25,1.2,3.3,13.23,3.97,12.18,12.73,0.84,2.0,3.49,6.78,4.44,16.49,18.42,11.92,2.69,5.08,3.15,5.14,1.03,2.63,0.43,1.18,0.95,4.44,1.21,3.24,1.84,6.58,0.59,1.64,14.6,23.92,0.0,0.0,0.0,0.0,0.0,0.64,0.97,0.79,6.08,3.97,3.06,6.07,11.3,0.84,3.88,0.9,14.65,9.22,0.0,0.0
hsa-miR-1185-5p,1.04,0.84,0.0,0.0,0.18,0.06,0.05,0.0,0.42,0.4,0.37,0.85,0.0,0.16,0.14,0.19,0.0,0.0,0.29,0.18,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.3,0.0,0.07,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.32,0.0,0.21,0.0,0.1,1.12,0.0,0.0
hsa-miR-1193,0.35,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,19.09,24.34,1.8,6.92,26.81,12.83,18.27,19.68,10.45,3.2,4.73,14.4,12.51,4.79,8.86,6.88,3.36,4.06,5.44,5.5,3.6,10.52,9.04,0.0,5.31,11.19,4.82,4.86,4.14,8.97,1.34,1.72,20.94,31.38,0.0,0.0,80.1,6.0,1.47,0.0,6.28,1.9,7.96,3.61,3.49,14.01,15.32,2.52,8.61,0.0,26.58,6.99,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-12114,0.0,0.21,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,2.43,2.94,2.7,4.36,3.7,4.52,5.25,5.26,7.94,3.2,4.36,5.93,4.84,1.65,3.48,6.37,0.67,2.54,1.86,2.13,0.51,3.95,2.15,14.39,2.56,2.66,4.02,4.86,1.84,2.99,2.97,1.42,3.17,1.54,0.0,0.0,0.0,0.0,0.25,0.86,4.83,5.38,3.87,2.65,2.84,1.99,2.05,4.61,1.36,0.56,3.61,11.46,0.0,0.0
hsa-miR-122-3p,0.0,3.99,0.0,0.0,0.0,0.18,0.14,0.0,0.0,0.0,0.62,0.0,0.2,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.36,0.0,4.86,1.84,0.0,0.45,1.12,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.72,1.53,0.88,0.0,0.0,0.84,1.79,0.0,0.0,0.0,0.0
hsa-miR-122-5p,1034.6,3932.01,876.79,877.63,186.23,1107.49,1332.87,2027.19,648.16,1210.8,724.52,239.77,1266.69,3851.63,5330.29,200.77,527.76,239.05,1032.41,2715.06,3158.77,324.85,189.43,68.27,751.74,581.84,800.66,5633.97,3629.5,549.47,287.74,366.25,601.6,662.52,24.92,0.0,280.34,533.7,46.39,495.79,2537.95,970.46,2321.97,885.06,44.32,647.84,258.55,25.17,856.36,3753.14,579.97,302.67,0.0,1209.89
hsa-miR-1225-3p,0.35,0.0,0.0,0.32,0.0,0.06,0.19,0.51,0.0,0.0,0.0,0.0,0.0,0.47,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.12,0.44,0.11,0.16,0.0,0.0,0.22,0.19,0.0,0.0,0.0
hsa-miR-1226-3p,8.68,7.13,0.0,4.15,4.23,6.17,8.55,7.98,2.72,1.6,7.47,8.47,11.1,5.73,9.38,9.97,1.34,0.51,3.58,4.79,0.0,1.32,0.43,1.11,6.45,3.91,0.4,11.35,4.14,5.38,1.04,4.25,1.9,5.93,0.0,0.0,0.0,0.0,2.95,2.57,14.0,2.14,6.08,4.82,6.11,9.93,10.98,0.42,9.76,1.29,4.95,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.0,0.0,1.0,0.0,0.2,0.0,0.14,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.49,0.21,0.0,0.24,0.11,0.0,0.0,0.11,0.32,0.0,0.21,0.0,0.19,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-1229-3p,5.9,4.62,0.9,7.34,2.47,6.54,7.67,7.13,4.39,2.4,4.23,10.17,10.7,13.03,12.14,11.42,2.02,4.06,4.87,4.61,1.03,0.0,2.58,0.9,5.22,3.2,1.21,4.86,3.68,7.77,1.19,0.97,4.44,7.24,0.0,0.0,0.0,0.0,1.23,5.14,14.0,2.22,4.64,3.73,3.93,10.92,8.69,2.1,6.51,1.51,4.9,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.35,0.42,0.0,0.0,0.0,0.24,0.33,0.17,0.0,0.0,0.37,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.36,0.22,0.44,0.47,0.0,0.52,0.22,0.24,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.06,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.43,0.18,0.18,0.23,0.51,0.21,0.4,0.75,0.85,0.2,0.0,0.07,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.38,0.71,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.97,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.24,0.0,0.0,0.0
hsa-miR-1237-5p,0.69,0.0,0.0,0.0,0.0,0.12,0.33,0.0,1.25,0.4,0.25,0.0,0.0,0.63,0.5,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.43,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.22,0.16,0.0,0.1,0.0,0.24,0.0,0.0,0.0
hsa-miR-1238-3p,1.04,0.42,0.0,0.43,0.71,0.73,1.07,0.34,0.0,0.0,0.87,0.0,0.4,0.79,0.5,1.26,0.0,0.25,0.72,0.35,0.0,0.0,0.0,0.0,1.04,0.53,0.0,0.0,0.0,0.6,0.0,0.37,0.0,0.66,0.0,0.0,0.0,0.0,0.49,1.29,0.48,0.08,0.33,0.12,0.44,0.88,0.71,0.42,0.52,0.22,0.62,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.42,0.0,0.11,0.0,0.37,0.0,0.34,1.05,0.0,0.5,0.85,0.61,0.24,0.27,0.38,0.0,0.51,0.57,0.18,0.0,2.63,1.72,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.6,1.9,0.0,0.0,0.0,0.0,0.0,1.23,0.43,0.0,1.03,0.77,0.0,0.0,0.55,0.16,0.0,0.63,0.39,0.38,0.0,0.0,0.0
hsa-miR-1246,1168.61,515.02,156.03,461.75,1284.92,616.36,966.37,130.32,433.29,58.42,57.9,523.6,378.17,297.22,432.36,465.68,81.35,383.19,517.64,345.88,100.25,102.59,88.26,49.67,231.25,142.75,528.95,343.71,198.78,174.29,171.99,182.15,144.69,49.38,12.46,158.52,400.48,143.92,382.43,166.05,75.33,313.36,266.84,567.92,430.29,149.16,22.99,265.93,193.36,265.91,80.94,53.38,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.53,0.18,0.37,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-1248,1.04,0.0,0.0,0.0,0.18,0.18,0.33,0.68,0.0,0.0,0.0,0.0,0.0,1.81,1.25,0.88,1.34,0.51,0.43,0.0,0.51,0.0,0.0,0.55,0.66,0.0,0.0,0.0,0.92,0.0,1.48,0.6,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.11,0.48,0.22,0.0,0.0,0.0,0.21,0.73,0.1,0.84,0.0,0.0
hsa-miR-1249-3p,0.0,1.68,0.3,0.21,0.71,0.55,0.42,0.34,0.21,1.6,2.99,0.85,1.41,0.94,0.73,0.44,0.67,0.51,0.57,0.89,0.51,0.0,1.72,0.55,0.57,2.31,0.4,0.0,1.38,2.09,0.3,0.15,2.54,2.41,12.46,0.0,0.0,0.0,0.0,0.0,2.41,1.03,0.55,0.48,2.4,0.44,1.11,0.42,2.73,0.06,2.28,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,4.86,4.62,3.0,7.87,4.06,10.87,9.07,6.45,7.32,10.0,12.08,7.63,10.09,8.95,12.14,15.39,4.71,3.55,3.87,3.19,2.57,5.26,6.03,5.46,5.88,9.23,5.63,3.24,7.36,12.85,6.97,2.84,6.98,9.44,0.0,0.0,0.0,0.0,1.96,1.93,6.28,2.37,2.98,3.85,5.46,4.85,8.06,0.84,8.4,2.24,10.65,10.06,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,2.43,3.99,0.6,3.09,2.29,5.68,4.14,3.56,3.34,1.6,1.25,4.24,5.65,7.93,9.36,2.71,2.02,3.05,2.15,2.66,1.54,2.63,1.72,1.25,5.22,5.33,0.8,4.86,7.36,11.06,1.93,0.9,10.79,6.8,0.0,0.0,0.0,0.0,3.19,5.14,8.69,3.4,8.18,3.49,2.84,5.74,6.95,2.94,10.5,1.34,5.04,6.99,0.0,0.0
hsa-miR-1255b-5p,1.39,1.05,4.5,1.06,0.53,0.92,1.21,2.71,1.05,0.4,1.0,0.85,1.01,2.83,1.75,1.32,0.67,1.02,1.86,0.35,0.0,0.0,4.74,0.07,4.93,1.24,0.0,1.62,0.0,0.9,1.63,2.31,0.0,0.0,0.0,0.0,0.0,0.0,4.66,5.57,1.45,0.08,0.77,0.96,0.44,0.22,1.5,0.0,0.73,3.47,1.19,5.59,0.0,0.0
hsa-miR-1256,0.35,0.63,0.0,0.11,0.18,0.18,0.05,0.85,2.3,0.4,0.37,2.54,1.01,0.39,0.71,0.0,0.0,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.0,0.0,0.46,0.6,0.45,0.0,0.63,0.66,0.0,0.0,0.0,0.0,0.25,0.21,1.45,0.08,0.22,0.0,0.0,0.44,0.63,0.0,0.31,0.0,0.05,2.79,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,2.43,9.65,0.0,13.3,3.35,6.54,7.62,9.16,13.59,8.8,8.84,3.39,6.86,16.09,16.56,12.99,3.36,5.08,6.02,5.68,2.06,5.26,5.6,10.03,6.45,9.94,7.64,8.11,5.52,3.89,4.16,3.73,3.81,6.8,0.0,0.0,0.0,11.99,2.95,4.29,10.14,5.62,6.08,8.07,8.51,4.96,3.71,2.1,6.4,10.48,7.8,25.43,0.0,57.61
hsa-miR-125a-5p,923.85,1186.55,652.64,1184.64,892.0,1019.34,1343.05,1094.11,802.21,796.26,1019.73,2225.73,2228.67,1408.23,1311.11,860.65,832.31,351.47,557.03,612.12,273.51,409.02,439.56,298.55,700.49,668.49,527.74,1047.35,847.56,567.41,314.31,334.83,625.08,651.77,24.92,343.46,360.43,959.47,1330.88,351.17,1920.84,424.01,923.15,659.34,702.52,874.11,1025.02,320.46,1095.8,200.97,868.39,1041.87,384.32,3572.05
hsa-miR-125b-1-3p,0.0,1.47,0.0,0.21,0.0,0.43,0.79,0.68,0.42,0.0,0.5,0.0,0.0,1.65,1.34,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.8,0.0,0.0,0.0,0.3,0.22,0.63,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.08,0.0,1.32,0.44,0.0,0.32,0.0,0.42,0.0,0.95,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,1.05,0.0,0.96,0.18,0.43,0.19,1.02,2.3,0.8,1.0,0.85,0.81,0.08,0.07,0.06,1.34,0.25,0.29,0.35,1.03,0.0,0.0,0.0,0.47,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.74,0.0,0.48,0.16,0.44,0.12,0.87,0.22,0.79,0.0,0.21,0.0,0.57,0.0,0.0,0.0
hsa-miR-125b-5p,68.05,79.3,55.51,68.85,88.0,100.67,126.32,125.4,105.55,60.02,83.67,165.21,181.42,103.0,98.82,59.42,55.13,15.99,38.39,51.79,23.65,49.98,48.22,40.81,64.34,51.31,98.07,66.47,55.22,74.74,46.0,36.94,49.5,69.13,0.0,26.42,40.05,131.93,72.66,43.92,138.58,62.21,100.44,64.68,60.69,95.65,128.92,33.98,83.56,37.82,83.93,175.79,0.0,172.84
hsa-miR-126-3p,11778.47,18199.75,5752.24,13953.3,9248.06,10680.51,13557.77,14774.39,15046.58,12985.04,14948.9,19635.02,19948.05,16082.92,17356.8,14102.36,8119.37,6814.11,10117.12,9306.96,3139.75,3704.9,3677.06,4669.83,9649.4,8815.88,11246.18,7060.7,6443.19,6784.39,4167.31,3451.95,9960.69,10155.55,99.67,132.1,6968.36,8149.49,14760.98,5441.49,17240.75,4678.25,12696.3,8767.4,7461.77,8801.94,12660.56,3491.1,9040.89,2539.74,10886.89,14048.42,4611.84,24889.09
hsa-miR-126-5p,667.63,1117.74,207.04,467.81,588.85,1059.41,900.96,1869.39,496.42,1252.01,1757.69,1110.74,1401.09,772.18,887.36,674.46,398.0,221.54,469.8,465.25,123.39,552.38,553.22,198.11,479.59,795.62,421.23,285.35,415.04,1075.92,194.99,157.98,988.71,1278.96,12.46,26.42,160.19,275.85,804.86,388.23,1314.85,258.98,1042.26,558.4,838.96,1571.82,2202.58,172.39,1410.29,91.16,1526.55,718.8,0.0,1325.11
hsa-miR-1260a,0.69,0.21,0.0,0.74,0.0,0.12,0.51,0.0,0.21,0.0,0.12,0.0,0.0,0.55,0.25,0.06,0.0,0.25,0.14,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.22,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
