miRNA,GSM4154495,GSM4154496,GSM4154497,GSM4154498,GSM4154499,GSM4154500,GSM4154501,GSM4154502,GSM4154503,GSM4154504,GSM4154505,GSM4154506,GSM4154507,GSM4154508,GSM4154509,GSM4154456,GSM4154457,GSM4154458,GSM4154459,GSM4154460,GSM4154461,GSM4154462,GSM4154463,GSM4154464,GSM4154465,GSM4154466,GSM4154467,GSM4154468,GSM4154469,GSM4154470,GSM4154471,GSM4154472,GSM4154473,GSM4154474,GSM4154475,GSM4154476,GSM4154477,GSM4154478,GSM4154479,GSM4154480,GSM4154481,GSM4154482,GSM4154483,GSM4154484,GSM4154485,GSM4154486,GSM4154487,GSM4154488,GSM4154489,GSM4154490,GSM4154491,GSM4154492,GSM4154493,GSM4154494
hsa-miR-4712-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4714-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4716-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4717-3p,0.0,0.21,0.0,0.0,0.0,0.43,0.05,0.17,0.0,0.4,0.0,0.0,0.81,0.24,0.09,0.0,0.0,0.51,0.0,0.18,0.0,0.0,0.0,0.0,0.28,0.36,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-4719,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4720-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4721,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4723-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.29,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.33,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-4723-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.48,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4724-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.3,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4725-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4726-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4727-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.17,0.21,0.0,0.37,0.0,0.0,0.16,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.24,0.0,0.0,0.16,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4728-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.1,0.0,0.0,57.61
hsa-miR-4729,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.44,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-4730,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4731-5p,0.0,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,6.6,5.03,17.7,4.58,5.11,16.86,13.95,13.4,12.33,2.8,4.61,7.63,9.89,12.64,8.9,8.64,20.17,3.3,3.44,3.72,0.0,43.4,49.94,11.07,30.93,7.99,6.03,8.11,11.5,4.78,8.31,11.12,6.98,8.12,0.0,0.0,0.0,6.0,17.92,72.2,11.11,5.3,2.98,7.47,7.86,10.7,12.09,0.84,11.34,20.06,17.02,18.72,0.0,0.0
hsa-miR-4732-5p,2.78,6.29,8.1,2.98,3.53,6.05,7.3,4.92,9.41,0.8,2.74,0.85,4.44,5.34,4.67,7.06,5.38,2.28,2.86,3.72,0.51,10.52,16.79,5.12,20.02,3.2,3.22,8.11,5.06,1.49,3.71,3.43,1.27,2.19,0.0,0.0,0.0,0.0,7.85,18.85,6.76,2.93,2.87,6.62,3.71,4.85,1.97,0.42,6.51,4.2,4.85,13.41,0.0,0.0
hsa-miR-4734,0.35,0.0,0.0,0.0,0.88,0.31,0.74,0.51,1.05,0.0,1.0,0.0,0.0,0.0,0.07,0.06,0.67,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.38,0.18,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,6.0,0.0,0.21,0.0,0.08,0.11,0.36,0.44,0.22,0.0,0.0,0.21,0.0,0.05,0.0,0.0,0.0
hsa-miR-4738-3p,0.69,1.05,0.0,0.53,0.88,0.86,1.35,1.19,1.88,0.8,2.12,1.69,1.61,0.86,0.71,1.2,0.0,0.25,0.72,0.35,0.0,0.0,0.86,2.01,2.75,1.95,0.0,1.62,0.0,2.09,0.0,0.3,0.0,0.44,0.0,0.0,0.0,0.0,0.98,1.29,0.0,0.32,0.66,0.48,1.31,1.43,0.55,0.84,1.36,0.45,1.76,0.0,0.0,0.0
hsa-miR-4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4740-5p,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.71,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4741,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.75,0.0,0.2,0.16,0.09,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.24,0.87,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-4742-3p,1.74,1.05,0.0,0.11,0.53,1.95,2.0,1.02,1.67,1.2,0.5,3.39,3.03,1.49,1.32,0.5,0.67,0.0,0.43,0.18,0.0,3.95,0.43,0.21,1.04,0.71,0.0,0.0,0.46,0.9,0.3,0.37,1.9,0.22,0.0,0.0,0.0,0.0,0.74,6.64,1.93,0.0,0.55,1.69,0.87,0.99,1.11,0.0,2.31,0.78,1.43,0.0,0.0,0.0
hsa-miR-4742-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.85,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4743-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.3,0.25,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-4743-5p,0.69,0.0,0.0,0.53,0.35,0.24,0.14,0.17,0.42,0.4,0.75,0.85,0.2,0.71,0.68,1.26,0.0,0.0,0.43,0.0,0.0,0.0,0.43,2.97,0.95,1.24,0.4,0.0,0.0,0.6,0.45,0.0,1.27,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.44,0.33,0.24,0.0,0.31,0.0,0.1,5.59,0.0,0.0
hsa-miR-4744,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0
hsa-miR-4745-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1.11,0.28,0.18,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.65,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4746-5p,2.08,3.99,0.3,4.79,0.88,2.32,1.95,3.73,2.51,4.4,5.85,1.69,3.03,7.38,5.88,3.72,0.67,1.02,2.15,0.71,0.0,2.63,1.29,0.97,3.23,4.26,3.62,0.0,0.46,3.29,2.67,1.49,4.44,5.71,0.0,0.0,0.0,0.0,2.21,3.21,2.9,1.82,1.55,3.01,2.4,3.53,4.42,0.0,2.73,2.47,2.19,3.35,0.0,0.0
hsa-miR-4747-3p,0.0,0.42,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4748,0.0,0.0,0.0,0.32,0.18,0.24,0.14,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.11,0.82,0.0,0.51,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.52,0.0,0.29,0.0,0.0,0.0
hsa-miR-4749-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.09,0.36,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4749-5p,0.0,0.21,0.0,0.0,0.35,0.49,0.6,0.68,0.42,0.4,0.12,0.0,0.2,0.31,0.09,0.25,0.0,0.76,0.14,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.12,0.0,0.0,0.0,0.0,0.31,0.17,0.24,0.0,0.0,0.0
hsa-miR-4750-5p,0.69,0.84,0.9,2.13,0.35,1.53,1.12,1.36,1.88,2.4,1.99,0.0,0.0,5.89,5.37,4.29,1.34,1.27,1.58,0.53,1.03,2.63,1.29,2.01,1.14,1.6,2.81,0.0,0.0,4.48,0.74,0.45,0.63,3.73,0.0,0.0,0.0,0.0,0.49,0.21,1.45,1.66,1.22,2.29,1.96,1.77,1.42,0.0,0.52,1.12,1.28,1.96,0.0,0.0
hsa-miR-4752,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4753-3p,0.0,0.0,0.0,0.21,0.0,0.06,0.09,0.17,0.0,0.0,0.25,0.85,0.2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4753-5p,0.0,1.05,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.08,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.32,0.43,0.42,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,0.22,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-4754,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.47,0.46,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.35,0.0,0.0
hsa-miR-4755-3p,0.0,0.0,0.0,0.11,0.0,0.31,0.09,0.0,0.0,0.0,0.12,0.0,0.2,0.39,0.36,0.0,0.0,0.25,0.29,0.0,0.0,0.0,0.0,0.48,0.38,0.0,0.0,1.62,0.46,0.6,0.0,0.0,0.63,0.66,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.68,0.0,0.0
hsa-miR-4755-5p,0.35,0.84,1.2,0.85,0.18,0.92,0.28,0.68,0.84,0.0,0.75,0.0,1.41,0.0,0.18,0.25,0.0,0.0,0.14,0.0,0.0,1.32,0.43,0.0,0.0,0.71,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,1.72,1.5,1.45,0.24,0.33,0.0,0.44,0.99,0.95,0.0,1.47,0.39,0.52,0.0,0.0,0.0
hsa-miR-4757-3p,0.0,0.42,0.0,0.53,0.0,0.0,0.0,0.51,1.05,0.0,0.0,0.85,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.31,0.45,0.0,0.0,0.0,0.0
hsa-miR-4757-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4758-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-3p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.35,0.42,0.6,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.63,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.38,0.36,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.12,0.0,0.88,0.24,0.0,0.0,0.17,0.57,0.0,0.0,0.0
hsa-miR-4762-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-3p,0.35,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-4763-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.0,0.44,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-4764-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4765,0.35,0.21,0.0,0.32,0.18,0.49,0.09,0.17,0.63,0.8,0.25,0.0,0.0,1.81,1.14,0.19,0.0,0.0,0.72,0.0,0.0,1.32,0.43,0.0,0.57,0.18,0.0,0.0,0.46,0.9,0.0,0.07,1.27,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.47,0.99,0.36,0.0,0.0,0.08,0.0,0.42,0.06,0.76,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.42,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4766-5p,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,0.0,0.0,0.43,0.65,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-4768-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
