miRNA,SRR9005506,SRR9005507,SRR9005508,SRR9005509,SRR9005510,SRR9005511,SRR9005512,SRR9005513,SRR9005514,SRR9005515,SRR9005516,SRR9005517,SRR9005518,SRR9005519,SRR9005520,SRR9005521,SRR9005522,SRR9005523,SRR9005524,SRR9005525,SRR9005526,SRR9005527,SRR9005528,SRR9005529,SRR9005530,SRR9005531,SRR9005532,SRR9005533,SRR9005534,SRR9005535,SRR9005536,SRR9005537,SRR9005538,SRR9005539,SRR9005540,SRR9005541,SRR9005542,SRR9005543,SRR9005544,SRR9005545,SRR9005546,SRR9005547,SRR9005548,SRR9005549,SRR9005550,SRR9005551,SRR9005552,SRR9005553
hsa-miR-1249-3p,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.14,0.0,0.0,0.15,2.66
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-1255a,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-1255b-5p,0.0,0.0,0.17,0.32,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.0,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.16
hsa-miR-125a-3p,0.84,2.42,3.96,2.86,1.14,2.29,4.14,1.09,3.78,0.95,2.09,0.98,1.15,1.11,2.06,1.63,1.37,1.74,1.06,0.64,0.35,1.01,0.51,0.81,2.1,1.32,1.75,0.57,1.87,1.22,1.81,1.88,1.2,1.11,2.07,1.53,0.0,0.62,1.46,0.95,1.47,1.1,2.89,1.39,0.5,0.45,2.11,45.36
hsa-miR-125a-5p,32.19,17.94,27.56,23.71,6.85,13.6,24.83,18.44,24.76,14.35,8.18,15.81,24.0,28.46,32.38,38.95,30.74,30.56,29.35,38.57,44.64,34.16,26.8,27.86,15.81,13.08,25.65,25.61,44.24,13.13,54.77,40.02,49.21,34.52,34.22,28.14,11.12,18.35,16.97,28.63,24.69,11.28,17.83,21.45,15.65,31.42,30.71,1069.15
hsa-miR-125b-1-3p,0.84,0.52,2.64,3.02,1.63,2.29,2.07,0.94,3.47,0.32,1.04,1.3,0.66,1.11,1.31,3.08,1.2,1.01,1.41,0.8,2.95,2.2,0.34,0.81,1.61,2.48,2.14,1.9,1.02,0.46,1.27,0.47,1.2,1.11,1.27,1.99,0.4,1.54,0.55,0.95,0.65,0.31,1.28,0.7,0.5,1.49,2.11,45.83
hsa-miR-125b-2-3p,0.0,0.35,0.5,1.11,0.65,0.49,0.86,0.47,0.63,0.32,0.7,0.65,0.66,0.47,0.19,0.18,0.0,0.14,0.0,0.16,0.35,0.68,0.67,0.33,0.48,0.66,0.78,0.38,0.0,0.15,0.0,0.16,0.0,0.0,0.64,0.46,0.0,0.93,0.55,0.16,0.49,0.16,0.8,0.14,0.0,0.15,0.45,7.19
hsa-miR-125b-5p,57.5,48.31,62.72,67.94,34.73,38.99,78.29,54.7,48.89,36.59,32.55,42.22,24.98,51.7,76.74,72.1,53.58,51.85,61.18,57.3,45.86,54.28,45.51,45.29,44.04,37.92,37.69,26.94,76.06,41.67,66.19,32.65,62.8,48.04,63.19,49.7,15.63,47.03,55.64,55.98,48.07,23.34,59.58,58.77,26.92,45.12,54.49,1332.37
hsa-miR-126-3p,36.71,57.45,111.07,88.31,34.4,102.89,63.29,54.08,184.98,40.84,172.14,51.83,38.63,63.08,47.54,81.16,63.19,101.67,32.54,52.33,77.13,105.17,48.54,106.39,154.21,41.89,61.78,34.72,114.17,52.35,74.17,33.27,56.95,43.43,143.26,105.05,20.39,62.3,67.86,81.9,66.38,40.72,72.43,53.75,22.55,42.14,66.99,87.9
hsa-miR-126-5p,0.5,0.86,0.99,0.32,0.16,0.98,0.86,0.16,0.95,0.63,0.35,0.49,0.66,0.63,0.75,0.72,0.34,1.01,0.0,0.32,0.52,0.51,0.84,0.33,1.13,0.5,0.39,0.0,0.34,0.31,1.09,0.47,0.0,0.32,0.8,0.46,0.13,0.15,0.36,1.11,0.49,0.16,0.96,0.0,0.0,0.0,0.15,0.63
hsa-miR-1260b,0.67,0.17,0.33,0.0,0.0,0.33,0.69,0.16,0.16,0.0,0.17,0.16,0.0,0.16,0.37,0.54,0.34,0.0,0.0,0.0,0.0,0.34,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.31,0.36,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.33,0.0,0.16,0.42,0.17,0.0,0.0,0.0
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,23.13,12.42,31.69,34.21,13.86,28.34,31.73,21.73,32.17,16.56,22.98,10.76,14.46,13.91,23.02,42.57,17.69,15.5,12.91,18.41,27.79,23.5,17.53,20.85,26.94,17.88,23.12,14.23,26.37,20.6,21.22,10.2,21.85,14.95,32.47,22.33,9.14,17.58,12.77,11.61,13.41,9.71,20.07,17.96,5.89,13.4,21.22,594.63
hsa-miR-127-5p,0.0,0.0,0.99,0.16,0.0,0.0,0.0,0.31,0.79,0.0,0.35,0.16,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.34,0.0,0.0,0.16,0.33,0.58,0.38,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.17,0.0,0.0,0.16,0.98,0.17,0.0,0.32,0.47,0.17,0.0,0.0,0.32,0.19,0.18,0.34,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.32,0.0,0.19,0.19,0.17,0.31,0.36,0.0,0.17,0.48,0.32,0.46,0.0,0.31,0.0,0.0,0.16,0.16,0.0,0.14,0.0,0.15,0.3,0.16
hsa-miR-1273h-5p,0.17,0.0,0.33,0.0,0.16,0.82,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.31,0.0,0.0,0.0,0.0,0.3,0.16
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.16,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.35,0.0,0.16,0.0,0.37,0.54,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.36,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.56
hsa-miR-128-2-5p,0.17,0.17,0.33,0.16,0.0,0.16,0.69,0.16,0.0,0.0,0.17,0.0,0.66,0.47,0.19,0.91,0.69,0.14,0.88,0.0,0.35,0.34,0.67,0.0,0.0,0.0,0.58,0.38,0.17,0.0,0.18,0.0,0.34,0.48,0.0,0.0,0.0,0.31,0.18,0.0,0.16,0.0,0.32,0.28,0.0,0.6,0.15,4.69
hsa-miR-128-3p,366.81,311.74,538.2,548.29,283.35,404.84,512.35,313.07,642.3,304.84,511.72,397.05,265.12,414.87,541.1,551.83,424.84,365.86,360.72,397.55,607.28,584.04,440.25,476.24,605.73,427.67,438.69,315.9,574.08,372.1,647.05,419.22,561.73,478.63,557.45,641.01,157.46,513.04,663.87,423.19,446.66,242.15,468.3,476.25,319.2,384.91,596.1,19201.16
hsa-miR-1284,0.34,0.0,0.83,0.48,0.0,0.33,0.0,0.0,0.47,0.0,0.17,0.0,0.0,0.0,0.56,0.0,0.17,0.0,0.35,0.0,0.35,0.17,0.34,0.0,0.16,0.17,0.0,0.38,0.17,0.0,0.91,0.47,0.0,0.32,0.32,0.61,0.26,0.0,0.18,0.16,0.49,0.47,0.0,0.0,0.0,0.0,0.45,0.31
hsa-miR-1285-3p,0.17,0.17,0.0,0.48,0.16,0.16,0.34,0.16,0.32,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.0,0.0,0.17,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.46,0.0,0.48,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.31
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.17,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.32,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-129-1-3p,5.03,5.69,6.6,6.36,3.1,5.24,11.04,5.63,6.15,3.78,4.35,5.54,2.63,4.27,6.93,9.06,4.29,5.07,3.89,3.84,7.82,6.26,3.54,4.89,5.48,4.64,6.99,3.04,4.76,4.27,4.17,3.14,4.82,4.29,8.28,4.13,2.65,4.93,6.93,4.77,6.7,2.66,5.3,6.13,4.04,5.21,7.68,15.48
hsa-miR-129-2-3p,2.68,2.24,3.47,7.16,3.42,3.44,4.83,3.13,2.68,2.37,3.31,3.26,1.97,3.16,4.3,7.43,2.58,5.07,0.88,1.92,2.78,2.37,0.84,1.14,3.23,1.99,2.91,0.95,3.4,3.66,3.26,1.26,3.27,0.8,2.55,3.06,1.19,3.55,4.38,3.66,3.6,1.72,4.66,2.51,1.85,1.64,4.06,19.24
hsa-miR-129-5p,31.35,32.78,70.47,48.85,33.1,48.82,51.73,38.76,74.28,34.69,54.65,31.62,23.18,34.78,49.41,69.57,37.43,57.5,35.36,39.69,60.62,49.71,39.95,44.48,47.1,29.64,43.52,29.03,54.11,39.07,52.77,31.86,32.52,34.84,66.7,56.58,14.3,45.34,41.05,42.78,39.07,25.22,46.57,41.78,24.4,29.63,62.32,8947.46
hsa-miR-1290,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.34,0.35,0.33,0.95,0.16,0.33,0.69,0.31,0.63,0.32,0.35,0.33,0.16,0.16,0.75,0.91,0.17,0.29,0.53,0.48,0.35,0.85,0.84,0.0,0.65,0.83,0.0,0.0,0.51,0.15,0.54,0.31,0.69,0.16,0.8,0.76,0.0,0.46,0.0,0.32,0.16,0.16,0.16,0.28,0.17,0.0,0.45,1.25
hsa-miR-1292-5p,0.0,0.0,0.33,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.17,0.16,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.99,0.48,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.33,0.0,0.0,0.0,0.18,0.0,0.29,0.18,0.0,0.17,0.51,0.0,0.0,0.16,0.17,0.39,0.0,0.51,0.31,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.16,0.0,0.0,0.0,0.28,0.0,0.0,0.3,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,1.68,0.0,1.65,1.11,0.49,1.47,1.38,2.34,0.95,1.73,0.7,0.16,0.16,1.58,2.25,0.72,1.2,0.72,0.35,0.48,0.17,0.85,0.84,0.33,1.29,0.33,0.58,0.38,0.85,1.22,1.09,0.0,0.69,0.8,1.59,1.07,0.79,1.54,1.09,0.32,0.65,1.25,1.45,0.28,0.34,0.89,1.35,7.04
hsa-miR-1297,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.17,1.21,1.65,0.95,0.82,1.97,1.9,0.63,1.26,1.1,3.48,0.49,0.33,0.47,1.5,3.62,0.86,1.16,0.35,1.44,1.39,1.86,1.01,0.98,2.42,1.66,1.75,0.38,1.02,0.76,0.54,0.31,0.52,0.32,0.96,1.38,0.13,0.62,1.46,0.64,0.82,0.63,0.96,0.42,0.67,1.04,0.9,25.81
hsa-miR-1299,0.0,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.52,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-1301-3p,0.0,0.0,0.17,0.16,0.16,0.98,0.0,0.0,0.32,0.32,0.17,0.49,0.49,0.32,0.37,0.0,0.0,0.29,0.18,0.48,0.52,0.51,0.0,0.16,0.0,0.0,0.19,0.19,0.17,0.0,0.36,0.0,0.0,0.0,0.96,0.61,0.0,0.46,0.0,0.16,0.0,0.16,0.16,0.0,0.17,0.0,0.9,0.78
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.33,0.0,0.0,0.0,0.17,0.16,0.16,0.47,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.34,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.17,0.33,0.16,0.0,0.16,0.17,0.0,0.32,0.0,0.35,0.0,0.0,0.32,0.0,0.0,0.17,0.0,0.18,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.09,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.18,0.0,0.33,0.0,0.16,0.14,0.17,0.0,0.3,14.08
hsa-miR-1306-5p,0.84,0.35,0.5,0.32,0.33,0.33,0.34,0.31,0.32,0.0,0.17,0.33,0.33,0.32,0.19,0.18,0.86,0.72,0.35,0.0,0.17,0.0,0.17,0.0,0.48,0.33,0.19,0.19,0.34,0.0,0.73,0.16,0.17,0.0,0.0,0.0,0.13,0.77,0.55,0.95,0.0,0.16,0.0,0.28,0.17,0.6,0.3,2.5
hsa-miR-1307-3p,4.19,1.55,12.38,2.23,2.28,9.99,2.41,5.78,6.31,3.94,5.4,3.75,3.62,4.11,3.56,3.44,6.87,5.21,3.36,1.76,5.56,6.43,5.06,2.44,5.0,1.16,4.08,3.98,3.74,3.05,5.26,2.83,2.24,4.14,10.03,8.72,2.38,1.85,4.38,6.04,3.43,1.72,2.73,2.09,3.03,3.42,3.16,20.96
hsa-miR-1307-5p,0.5,0.17,0.66,1.59,0.33,0.33,0.0,0.16,0.79,0.16,1.91,0.0,0.16,0.0,0.56,0.72,0.69,0.14,0.71,0.16,0.0,0.17,0.34,0.33,0.97,0.5,0.19,0.38,0.51,0.46,0.54,0.0,0.34,0.32,0.48,0.31,0.0,0.15,0.73,0.16,0.0,0.0,0.96,0.14,0.5,0.3,0.9,0.94
hsa-miR-130a-3p,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.17,0.0,0.0,0.31
hsa-miR-130b-3p,0.0,0.0,0.33,0.0,0.16,0.0,0.0,0.31,0.0,0.16,0.35,0.16,0.0,0.0,0.0,0.0,0.34,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.14,0.0,0.0,0.0,0.31
hsa-miR-130b-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.16,0.32,0.0,0.0,0.0,0.58,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.18,0.0,0.0,0.32,0.32,0.46,0.13,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.3,0.0,1.25
hsa-miR-132-3p,1.17,1.21,3.47,2.39,1.14,4.42,2.76,2.34,3.0,0.32,3.66,1.96,0.33,1.42,2.81,0.36,1.37,2.03,0.88,1.6,1.91,1.69,2.36,1.63,4.03,1.16,1.75,0.76,1.87,1.68,1.63,0.47,0.86,0.64,2.71,1.22,0.93,1.39,1.09,2.23,1.8,0.94,1.45,1.53,0.67,0.74,2.26,58.18
hsa-miR-132-5p,1.51,0.0,0.0,1.27,0.33,0.33,0.69,0.63,0.79,0.0,0.52,0.16,0.0,0.0,0.37,0.54,0.17,0.0,0.18,0.32,0.52,0.17,0.51,0.33,0.32,0.33,0.58,0.19,0.0,0.92,0.91,0.78,0.17,1.43,1.27,0.31,0.0,0.31,0.55,0.16,0.16,0.47,0.64,0.0,0.0,0.6,0.3,32.69
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.17,0.0,0.33,0.0,0.33,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.52,0.17,0.34,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.88
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-134-5p,1.34,0.69,0.83,0.95,2.93,4.26,1.55,1.09,0.63,0.63,0.35,0.0,0.16,0.16,1.31,0.91,0.34,1.16,0.18,1.6,1.22,1.35,0.51,0.49,0.81,0.83,0.19,0.57,1.53,0.92,0.73,0.31,0.34,0.48,1.27,1.53,0.79,0.77,1.09,2.23,0.49,0.31,0.32,0.28,0.67,0.45,0.3,3.75
hsa-miR-1343-3p,0.34,0.35,0.17,0.0,0.0,0.16,0.52,0.16,0.16,0.16,0.17,0.33,0.33,0.47,0.37,0.54,0.52,0.72,0.35,0.32,0.87,0.51,0.34,0.33,0.0,0.17,0.19,0.19,0.34,0.15,0.54,0.16,0.34,0.16,0.32,0.61,0.26,0.31,0.36,0.48,0.16,0.0,0.0,0.42,0.84,0.15,0.3,13.29
hsa-miR-135a-2-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.36,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.25
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.35,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.65,0.0,0.0,0.0,0.17,0.0,0.0,0.31
hsa-miR-135a-5p,0.0,0.0,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.17,0.0,0.0,0.0,0.19,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.94
hsa-miR-135b-3p,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
hsa-miR-136-3p,0.0,0.0,0.0,0.16,0.0,0.49,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.54,0.34,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.3,0.15,11.57
