miRNA,ERR2298274,ERR2298275,ERR2298276,ERR2298277,ERR2298278,ERR2298279,ERR2298280,ERR2298281,ERR2298282,ERR2298283,ERR2298285,ERR2298286,ERR2298287,ERR2298288,ERR2298289,ERR2298290,ERR2298291,ERR2298292,ERR2298293,ERR2298294,ERR2298295,ERR2298296,ERR2298297,ERR2298298,ERR2298299,ERR2298300,ERR2298301,ERR2298302,ERR2298303,ERR2298304,ERR2298305,ERR2298306,ERR2298307,ERR2298308,ERR2298309,ERR2298310,ERR2298311,ERR2298312,ERR2298313,ERR2298314,ERR2298315,ERR2298316,ERR2298317,ERR2298318,ERR2298319,ERR2298320,ERR2298321,ERR2298322,ERR2298323,ERR2298324,ERR2298325,ERR2298326,ERR2298327,ERR2298328,ERR2298329,ERR2298330,ERR2298331,ERR2298332,ERR2298333,ERR2298334,ERR2298335,ERR2298336,ERR2298337,ERR2298338,ERR2298339,ERR2298340,ERR2298341,ERR2298342,ERR2298343,ERR2298344,ERR2298345,ERR2298346,ERR2298347,ERR2298348,ERR2298349,ERR2298350,ERR2298351,ERR2298352,ERR2298353,ERR2298354,ERR2298355,ERR2298356,ERR2298357,ERR2298358
hsa-miR-10401-3p,0.48,0.42,0.0,0.0,0.0,3.83,0.61,4.04,30.05,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,0.0,0.66,0.0,0.0,0.28,1.01,1.45,0.5,0.0,0.58,0.0,0.94,0.16,0.0,0.0,0.0,1.05,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,7.76,0.0,0.0,0.51,0.51,0.41,0.41,0.0,0.0,0.0,0.0,1.22
hsa-miR-10401-5p,0.0,0.42,0.0,0.0,3.58,0.0,0.0,2.88,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.84,0.5,0.83,0.0,0.0,0.14,0.0,0.16,0.16,0.0,0.5,0.39,0.0,0.21,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.41
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.01,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.28,0.0,0.41,1.01,0.0,0.14,0.0,0.47,0.48,0.18,0.5,0.19,0.63,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.82,0.0,0.0,0.32,0.0,0.0
hsa-miR-106a-5p,0.48,0.0,0.0,0.0,3.58,2.87,0.0,1.15,0.68,1.18,0.0,0.75,0.41,0.5,8.89,1.31,1.09,0.9,0.0,0.0,0.0,0.0,0.0,0.0,14.43,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,8.28,0.0,0.0,4.3,5.6,7.72,4.21,9.56,10.36,12.58,0.0,2.9,1.66,24.09,17.29,32.34,10.41,14.77,15.97,12.37,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,15.83,50.85,34.3,10.33,4.95,22.08,4.23,11.41
hsa-miR-106b-3p,94.23,25.76,115.98,89.89,204.16,308.24,422.69,228.86,262.95,133.06,153.5,179.66,398.53,1072.45,1042.2,701.22,829.31,511.39,159.58,22.06,111.94,84.37,14.26,58.57,173.13,25.59,180.26,98.01,12.09,235.65,209.05,58.42,279.35,20.24,324.19,353.18,107.32,0.0,585.29,717.4,828.8,868.0,977.27,1006.85,672.02,139.7,640.01,547.06,864.71,1019.01,843.6,2073.49,1755.48,1274.24,1342.27,1270.91,0.0,46.15,56.52,46.27,13.15,49.93,56.56,68.52,14.81,47.89,67.06,93.31,44.07,28.54,136.54,26.14,271.57,155.32,26.08,608.32,928.1,1417.38,962.81,1411.08,1917.77,1099.45,317.24,945.14
hsa-miR-106b-5p,10.58,3.8,0.99,2.48,17.91,31.59,22.7,27.09,14.34,6.77,4.54,8.05,14.45,97.22,95.6,40.09,60.24,20.71,0.0,0.0,5.89,42.19,0.0,3.66,46.89,5.12,19.83,0.0,0.0,38.36,27.23,12.3,107.58,23.62,33.93,82.78,47.22,0.0,25.78,53.89,36.03,161.52,145.61,172.06,93.06,0.0,36.77,19.65,96.22,119.61,82.36,299.95,174.93,161.8,270.18,214.49,0.0,0.0,0.0,0.0,0.0,3.12,16.97,0.0,47.38,0.0,4.19,3.22,7.08,19.03,47.79,0.0,5.17,49.7,8.69,23.4,67.39,89.0,51.04,47.9,31.04,91.57,11.84,67.25
hsa-miR-107,1.44,0.0,2.97,0.62,2.39,6.7,1.84,1.73,0.0,1.82,1.17,6.87,7.85,7.56,7.78,3.29,57.53,2.7,26.6,0.0,0.0,0.0,0.0,3.66,0.0,1.28,0.6,0.0,0.0,21.92,1.6,0.0,17.35,0.0,0.0,13.8,0.0,0.0,0.0,1.05,0.0,1.69,118.7,0.0,69.42,0.0,61.38,0.0,3.91,4.64,3.71,1.51,66.86,7.14,286.26,0.22,0.0,23.08,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,0.0,0.0,1.53,11.74,5.33,18.37,0.0,6.3,0.32,4.23,97.41
hsa-miR-10a-3p,1.92,0.84,2.97,0.0,0.0,1.91,0.61,0.0,0.0,0.71,0.15,0.0,0.0,1.51,1.67,0.66,2.71,4.5,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,6.15,0.0,0.0,0.0,0.0,2.15,0.0,2.97,6.3,1.29,17.7,3.52,12.23,6.54,0.0,1.01,1.17,6.26,1.92,3.18,2.85,2.92,4.41,5.98,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.53,6.15,1.22,1.41,1.8,3.9,0.0,3.67
hsa-miR-10a-5p,495.64,262.25,1535.52,816.46,1234.49,461.4,1780.96,1293.01,159.14,144.72,150.43,176.33,280.01,508.27,246.79,454.77,832.02,1063.29,6728.81,463.18,3110.69,7418.79,187.81,578.35,2640.17,981.45,1059.32,1192.42,319.27,1824.91,2323.52,781.03,1757.66,333.99,2257.99,3951.21,1777.2,0.0,5699.9,4998.69,1019.27,9871.37,2633.06,9773.97,7001.39,0.0,1511.49,1020.54,2365.24,938.15,1456.56,1605.68,781.72,1876.47,2637.96,2393.57,303.43,884.55,353.22,2901.02,385.59,405.71,1444.24,1015.2,336.1,38.31,536.47,463.34,702.77,161.73,955.76,449.16,949.21,1118.34,1286.62,1103.72,1134.85,2219.16,840.72,1044.81,1193.49,1133.87,578.65,1835.67
hsa-miR-10b-3p,0.48,0.0,0.0,3.1,1.19,0.0,5.52,2.31,0.68,0.06,0.0,0.21,1.24,0.0,0.0,0.0,1.09,0.0,0.0,0.0,17.67,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,3.3,10.15,9.01,11.24,1.76,8.91,7.04,0.0,0.29,0.33,3.44,1.6,2.3,1.51,1.17,2.52,2.68,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,2.46,3.27,2.35,0.9,3.57,0.85,0.82
hsa-miR-10b-5p,1681.63,593.33,4448.95,2354.52,2905.95,730.39,3371.73,2681.72,478.78,145.66,149.4,247.06,302.72,338.51,469.68,499.46,830.39,1946.51,16356.6,931.88,7046.19,19429.88,354.22,1343.38,5327.23,1795.27,2095.8,2822.62,631.29,3156.6,4710.32,1423.69,2004.05,792.81,2570.86,7369.88,2848.24,22.3,10962.57,15656.76,2716.78,16072.4,4670.6,16165.65,11024.97,419.11,2152.37,1816.5,3965.12,1563.74,2622.54,1443.71,1772.39,2669.09,4758.01,4746.7,594.39,2053.69,1285.73,8508.73,920.15,1129.76,3953.74,2546.13,778.8,67.05,846.62,575.96,1349.66,286.36,611.0,1031.41,1148.37,1621.59,3607.75,1719.66,2178.83,3971.2,1415.63,1605.02,2271.36,1702.43,995.29,2789.77
hsa-miR-11400,18.27,0.0,0.99,43.4,8.36,46.91,7.36,8.65,0.0,74.33,95.65,87.68,10.74,31.23,18.34,43.37,626.87,19.81,0.0,0.0,0.0,84.37,4.75,0.0,7.21,0.0,0.6,68.61,0.0,115.08,132.15,3.07,27.76,1.69,30.16,282.82,4.29,0.0,4.63,2.45,43.76,37.92,23.64,7.88,3.02,0.0,145.49,17.81,114.05,166.05,10.96,32.56,7.77,23.74,307.9,18.0,0.0,0.0,14.13,55.52,2.19,18.73,0.0,3.61,0.0,0.0,4.19,45.05,62.17,0.95,10.24,2.38,31.04,130.47,0.0,37.13,10.21,43.47,48.59,3.29,4.95,10.07,24.96,7.34
hsa-miR-11401,0.0,0.42,1.98,2.48,4.78,0.0,2.45,4.61,4.78,3.24,10.11,3.43,0.41,15.11,28.9,20.37,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,21.92,0.8,0.0,20.82,0.0,3.77,0.0,0.0,0.0,25.12,0.35,15.44,9.83,0.75,4.77,13.08,139.7,13.75,23.97,33.17,9.29,0.35,26.86,31.88,20.17,0.0,17.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,19.31,1.57,0.0,0.0,7.13,5.17,0.0,0.0,10.68,40.33,57.01,15.11,0.0,74.68,13.31,0.0,10.19
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,15.86,0.84,7.93,5.58,16.71,8.62,19.63,10.38,3.41,1.41,1.32,2.58,4.96,15.11,14.45,6.57,12.48,7.2,39.89,3.68,47.13,30.13,2.38,25.62,7.21,0.0,12.62,6.53,0.0,21.92,32.04,18.45,22.56,5.06,26.39,17.93,32.2,0.0,17.85,104.64,68.21,66.58,61.11,84.58,50.8,139.7,14.19,11.49,39.58,26.26,24.92,56.73,30.9,25.43,69.25,75.79,4.16,0.0,28.26,0.0,4.38,0.0,0.0,1.8,0.0,0.0,0.0,6.44,14.95,0.0,3.41,7.13,5.17,0.0,0.0,37.13,120.48,148.87,93.91,92.04,65.23,85.07,36.8,129.61
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
hsa-miR-1183,0.0,0.0,2.97,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,18.08,0.0,0.0,3.61,0.0,0.0,3.27,0.0,5.48,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,15.38,28.26,0.0,0.0,0.0,0.0,0.0,0.0,9.58,0.0,9.65,0.0,0.0,0.0,0.0,0.0,6.21,8.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.48,0.0,0.0,1.24,1.19,0.0,0.61,1.15,0.0,3.71,1.32,0.32,2.48,7.56,10.56,10.51,25.51,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.35,0.0,2.81,0.25,0.62,1.01,0.0,3.62,1.0,3.6,2.4,3.36,8.06,3.11,11.98,8.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,3.56,2.55,4.51,1.22,0.47,0.45,3.25,0.0,5.71
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.47,0.0,0.11,0.0,2.01,1.11,0.0,1.09,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.5,0.0,0.58,0.33,0.63,0.32,0.88,1.17,0.19,1.26,1.03,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.82,0.0,0.0,0.0,0.32,0.42,0.41
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,1.91,0.0,5.19,0.0,1.06,0.0,0.0,0.83,3.53,4.45,8.54,8.14,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.01,0.0,0.72,0.0,0.63,0.8,0.0,4.03,0.97,3.15,5.15,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.82
hsa-miR-1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1203,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
hsa-miR-12136,2.4,0.42,0.0,1.86,1.19,6.7,0.0,0.0,12.98,0.12,0.73,0.11,0.0,0.5,1.67,1.97,3.26,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.5,0.0,0.5,0.0,0.14,0.0,0.0,0.16,0.0,0.34,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.69,0.5,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.77,0.5,6.22,0.84,0.41,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22
hsa-miR-122-5p,9.13,415.54,3367.44,920.61,1707.27,13801.78,105.52,6841.49,11295.28,58.5,1.46,366.19,845.8,257.41,1145.03,581.61,476.53,237.69,28191.86,3854.33,18192.85,23094.08,2424.84,2489.1,17265.69,2603.97,38771.74,934.34,1775.34,2438.69,4385.14,3145.64,2217.46,4144.56,10767.85,7277.45,5423.89,44.59,2844.83,216922.11,33199.79,27662.64,4739.5,116932.18,21397.03,1257.33,1943.47,5340.29,345.45,10038.46,5259.22,630.62,14702.52,7847.78,3579.38,71098.67,87.29,423.04,664.06,513.58,67.92,592.97,3729.37,562.6,3443.91,57.47,163.46,77.22,92.86,3.81,160.43,468.17,199.15,192.6,86.93,3461.19,731.04,602.88,7769.82,35017.82,15502.3,2885.01,10144.93,62914.82
hsa-miR-1224-5p,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.41,0.5,0.0,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.41
