miRNA,GSM3477334,GSM3477335,GSM3477336,GSM3477337,GSM3477338,GSM3477339,GSM3477340,GSM3477341
hsa-miR-484,248.41,171.62,233.66,285.21,382.94,306.3,270.7,270.07
hsa-miR-485-3p,0.0,0.0,0.14,0.24,0.15,0.12,0.47,0.21
hsa-miR-485-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-486-3p,0.18,0.0,0.0,0.0,0.61,0.48,0.24,0.0
hsa-miR-486-5p,1.28,223.02,248.55,99.29,116.59,0.78,320.39,4.42
hsa-miR-487a-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-miR-487b-3p,0.0,0.0,0.0,0.08,0.1,0.06,0.0,0.31
hsa-miR-488-3p,0.0,0.19,0.0,0.08,0.05,0.06,0.0,0.0
hsa-miR-489-3p,0.18,0.37,0.28,0.81,0.51,1.03,0.0,0.21
hsa-miR-490-3p,0.18,0.0,0.14,0.08,0.0,0.0,0.0,0.0
hsa-miR-490-5p,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
hsa-miR-491-3p,0.0,1.48,1.52,2.59,1.11,1.57,1.66,1.03
hsa-miR-491-5p,1.1,1.48,3.17,1.3,1.52,1.15,0.0,0.82
hsa-miR-493-3p,1.46,0.37,1.1,0.32,0.1,0.0,0.0,0.1
hsa-miR-493-5p,1.1,0.74,3.31,1.95,1.06,1.39,1.89,0.93
hsa-miR-494-3p,4.38,6.49,6.07,8.35,2.73,5.79,1.42,2.88
hsa-miR-495-3p,1.46,0.19,3.86,2.03,1.16,1.27,0.95,1.23
hsa-miR-496,0.0,0.0,1.1,0.49,0.1,0.18,0.24,0.0
hsa-miR-497-3p,0.0,0.19,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-497-5p,7.31,6.86,7.45,15.16,8.74,12.43,2.84,6.58
hsa-miR-498-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-4999-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-499a-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,0.18,0.0,0.0,3.81,0.2,0.18,0.71,0.1
hsa-miR-499b-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,2.74,3.34,2.48,7.21,1.77,2.53,1.18,2.06
hsa-miR-5000-5p,0.0,0.93,0.14,0.24,0.25,0.24,0.0,0.21
hsa-miR-5001-3p,0.0,0.0,0.28,0.24,0.4,0.66,0.24,0.62
hsa-miR-5001-5p,1.46,0.74,1.93,0.89,1.26,0.54,2.13,1.85
hsa-miR-5002-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-5003-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.24,0.21
hsa-miR-5004-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-5004-5p,0.0,0.0,0.14,0.08,0.0,0.0,0.0,0.0
hsa-miR-5006-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-5006-5p,0.0,0.0,0.41,0.41,0.15,0.12,0.0,0.0
hsa-miR-5008-3p,0.37,0.37,0.41,0.32,0.15,0.42,0.24,0.0
hsa-miR-5008-5p,0.91,0.19,1.52,0.89,0.56,1.03,0.24,0.1
hsa-miR-5009-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.0,0.16,0.1,0.06,0.0,0.0
hsa-miR-500a-3p,29.59,30.43,42.76,69.22,61.0,83.74,55.13,90.23
hsa-miR-500a-5p,4.57,8.16,9.24,7.7,3.13,4.46,1.18,0.82
hsa-miR-500b-3p,3.29,3.9,3.45,2.19,2.43,0.78,2.6,0.72
hsa-miR-500b-5p,8.95,3.9,6.9,4.7,6.72,6.82,0.71,3.29
hsa-miR-501-3p,17.17,38.96,33.1,32.58,30.88,24.01,21.77,13.89
hsa-miR-501-5p,8.04,4.27,7.03,7.05,7.88,6.58,5.21,9.16
hsa-miR-5010-3p,0.37,0.37,0.55,0.41,0.25,0.42,0.24,0.1
hsa-miR-5010-5p,0.0,0.19,0.0,0.32,0.2,0.12,0.0,0.1
hsa-miR-502-3p,4.2,11.13,5.38,17.91,12.28,4.59,2.6,11.93
hsa-miR-502-5p,0.91,1.11,0.97,1.3,0.61,1.33,0.0,0.62
hsa-miR-503-3p,169.87,106.68,141.93,98.8,106.28,120.3,60.1,53.91
hsa-miR-503-5p,11.32,11.87,19.59,20.34,12.38,15.87,4.73,11.01
hsa-miR-504-5p,0.0,0.0,0.0,0.08,0.2,0.12,0.0,0.1
hsa-miR-5047,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-505-3p,31.23,29.69,27.31,59.33,39.88,38.43,49.93,79.22
hsa-miR-505-5p,3.65,1.67,1.24,1.86,1.52,1.09,2.37,1.23
hsa-miR-5087,0.0,0.0,0.0,0.16,0.0,0.06,0.0,0.0
hsa-miR-5088-3p,0.18,0.0,0.0,0.08,0.15,0.06,0.0,0.41
hsa-miR-5088-5p,0.37,0.37,0.69,0.32,0.3,0.18,0.24,0.0
hsa-miR-5089-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
hsa-miR-5089-5p,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.31
hsa-miR-509-3p,0.18,0.19,0.0,0.24,0.25,0.48,0.24,0.41
hsa-miR-5090,0.0,0.0,0.0,0.16,0.1,0.18,0.0,0.0
hsa-miR-5091,0.0,0.19,0.0,0.49,0.05,0.42,0.0,0.1
hsa-miR-5092,0.0,0.19,0.14,0.0,0.05,0.0,0.0,0.0
hsa-miR-5094,0.0,0.37,0.0,0.16,0.25,0.18,0.24,0.21
hsa-miR-511-3p,0.0,0.19,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-511-5p,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.0
hsa-miR-512-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513a-5p,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
hsa-miR-513c-5p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-miR-516b-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-3p,0.0,0.19,0.14,0.16,0.0,0.06,0.24,0.1
hsa-miR-5187-5p,0.0,0.0,0.55,0.16,0.1,0.12,0.24,0.0
hsa-miR-5189-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
hsa-miR-5189-5p,0.55,0.0,0.14,0.49,0.15,0.12,0.0,0.21
hsa-miR-518a-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-518d-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-518e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-5194,0.0,0.19,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-519c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-520a-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-520e-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-532-3p,7.85,12.62,13.52,27.23,13.6,14.72,12.54,15.54
hsa-miR-532-5p,210.05,351.23,417.79,708.86,601.62,517.52,895.14,705.99
hsa-miR-539-3p,0.0,0.19,0.14,0.0,0.05,0.0,0.0,0.0
hsa-miR-539-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-541-5p,0.37,1.11,1.1,0.49,0.61,1.03,1.18,1.65
hsa-miR-542-3p,20.64,23.38,26.48,36.47,14.35,20.15,16.8,19.34
hsa-miR-542-5p,2.01,2.41,4.14,4.38,2.53,3.38,2.84,1.03
hsa-miR-543,0.55,0.19,1.52,1.78,0.66,0.72,0.0,0.62
hsa-miR-544a,0.18,0.0,1.93,1.13,0.25,0.24,0.71,0.0
hsa-miR-545-3p,0.37,0.56,0.97,0.49,0.51,0.36,0.24,0.1
hsa-miR-545-5p,0.55,0.56,1.52,0.89,0.66,0.72,0.24,0.21
hsa-miR-548a-3p,0.0,0.93,0.28,0.65,0.4,0.36,0.0,0.0
hsa-miR-548a-5p,0.18,0.19,0.0,0.0,0.15,0.18,0.0,0.21
hsa-miR-548aa,0.18,0.0,0.14,0.41,0.1,0.0,0.0,0.0
hsa-miR-548ab,0.18,0.37,0.28,0.65,0.2,0.54,0.24,0.21
hsa-miR-548ad-5p,0.0,0.0,0.14,0.16,0.05,0.12,0.0,0.0
hsa-miR-548ae-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ae-5p,0.55,0.19,0.0,0.65,0.0,0.9,0.24,0.0
hsa-miR-548ag,0.0,0.19,0.41,1.05,0.2,0.48,0.0,0.41
hsa-miR-548ah-3p,0.0,0.0,0.55,0.32,0.4,0.0,0.0,0.0
hsa-miR-548ai,0.0,0.19,0.14,0.0,0.0,0.12,0.0,0.1
hsa-miR-548aj-3p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-548ak,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-548al,0.18,0.0,0.0,0.0,0.0,0.24,0.0,0.1
hsa-miR-548am-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548am-5p,0.0,0.19,0.14,0.24,0.35,0.97,0.0,0.51
hsa-miR-548an,0.18,0.0,0.0,0.41,0.2,0.36,0.0,0.21
hsa-miR-548ap-5p,0.0,0.0,0.14,0.24,0.05,0.0,0.0,0.31
hsa-miR-548aq-3p,0.0,0.37,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aq-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-548ar-3p,0.0,0.19,0.14,0.41,0.25,0.0,0.0,0.0
hsa-miR-548as-3p,0.0,0.0,0.0,0.08,0.0,0.06,0.0,0.0
hsa-miR-548at-3p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-548au-3p,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0
hsa-miR-548aw,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-548ay-3p,0.37,0.56,0.0,0.24,0.35,0.18,0.24,0.21
hsa-miR-548ay-5p,0.18,0.0,0.0,1.95,1.67,0.12,0.0,1.44
hsa-miR-548az-5p,0.0,0.0,0.14,0.08,0.0,0.06,0.0,0.1
hsa-miR-548b-3p,8.58,16.51,17.93,25.29,15.21,17.8,6.15,8.33
hsa-miR-548b-5p,5.84,6.49,4.55,9.4,7.73,7.96,2.6,6.17
hsa-miR-548bb-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-548bc,1.64,2.41,4.0,0.49,1.77,0.12,0.24,1.03
hsa-miR-548c-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-548c-5p,0.73,1.48,1.24,0.73,0.3,0.0,0.0,0.0
hsa-miR-548d-3p,0.0,0.19,0.41,0.0,0.56,0.72,0.0,0.0
hsa-miR-548d-5p,2.37,0.74,0.0,0.65,1.67,1.57,0.24,2.16
hsa-miR-548e-3p,1.83,1.67,1.52,2.59,2.48,3.08,0.24,3.19
hsa-miR-548e-5p,4.93,6.86,8.41,10.94,8.19,9.77,4.02,4.94
hsa-miR-548f-3p,8.22,9.83,22.07,26.18,25.12,18.88,41.65,39.92
hsa-miR-548f-5p,0.0,0.37,0.0,0.41,0.0,0.06,0.0,0.1
hsa-miR-548g-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-548h-3p,0.0,0.0,0.0,1.3,0.0,0.12,0.0,0.0
hsa-miR-548h-5p,6.76,8.72,8.41,11.83,6.62,7.48,17.75,13.07
hsa-miR-548i,0.18,0.37,0.14,0.24,0.15,0.18,0.0,0.0
hsa-miR-548j-3p,0.0,0.0,0.14,0.24,0.35,0.54,0.0,0.1
hsa-miR-548j-5p,3.29,3.9,4.69,2.59,1.62,1.39,2.13,2.16
hsa-miR-548k,6.21,4.64,5.93,6.65,5.76,8.14,3.31,6.48
hsa-miR-548l,1.83,1.3,1.1,1.3,0.76,1.63,0.47,1.65
hsa-miR-548n,0.91,2.04,1.24,1.78,0.86,1.39,0.95,1.75
hsa-miR-548o-3p,8.95,14.66,15.45,22.77,16.27,19.91,3.08,7.61
hsa-miR-548o-5p,0.37,1.86,0.41,0.0,0.56,1.57,0.0,0.31
hsa-miR-548p,0.0,0.0,0.0,0.0,0.15,0.12,0.0,0.0
hsa-miR-548q,0.0,0.74,0.41,0.81,0.1,0.18,0.47,0.41
hsa-miR-548s,0.18,0.0,0.28,0.32,0.4,0.0,0.0,0.1
hsa-miR-548t-3p,0.0,0.19,0.14,0.0,0.15,0.0,0.0,0.0
hsa-miR-548t-5p,0.55,0.19,0.14,0.24,0.25,0.36,0.24,0.1
hsa-miR-548u,1.46,0.93,0.97,2.19,0.81,1.27,0.0,0.31
hsa-miR-548v,0.0,0.0,0.14,0.08,0.05,0.06,0.0,0.0
hsa-miR-548w,0.55,0.37,0.41,0.73,0.61,0.48,0.0,0.31
hsa-miR-548x-3p,0.0,0.0,0.28,0.0,0.0,0.0,0.24,0.0
hsa-miR-548y,2.01,2.23,1.79,2.67,1.87,2.59,0.47,1.03
hsa-miR-548z,0.0,1.11,0.55,0.0,0.2,0.12,0.24,0.0
hsa-miR-549a-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
hsa-miR-549a-5p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-550a-3-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
hsa-miR-550a-3p,0.91,7.42,0.69,8.51,9.2,1.57,0.24,2.67
hsa-miR-550a-5p,3.29,1.48,2.48,3.89,3.03,3.98,1.66,4.01
hsa-miR-551a,7.12,5.2,7.59,9.08,6.67,4.46,4.97,5.66
hsa-miR-551b-3p,5.3,6.12,9.52,10.13,7.83,6.52,8.99,8.02
hsa-miR-551b-5p,1.1,0.0,0.97,0.32,0.86,0.36,0.71,0.0
hsa-miR-552-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-552-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-556-3p,8.77,12.25,11.03,13.94,8.39,8.02,8.28,10.7
hsa-miR-556-5p,0.0,0.19,0.41,0.08,0.0,0.12,0.0,0.31
hsa-miR-5579-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-5581-3p,1.28,0.56,0.41,1.78,0.71,0.18,2.6,2.16
hsa-miR-5582-3p,0.37,0.37,0.14,0.16,0.05,0.3,0.0,0.1
hsa-miR-5583-3p,0.18,0.19,0.55,0.57,0.0,0.12,0.0,0.0
hsa-miR-5584-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-miR-5585-3p,0.0,0.19,0.41,0.08,0.05,0.0,0.0,0.0
hsa-miR-5587-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-5588-5p,0.37,0.19,0.0,0.32,0.05,0.18,1.18,0.41
hsa-miR-561-3p,1.46,0.56,4.28,3.16,2.02,0.72,0.95,0.62
hsa-miR-561-5p,66.3,42.12,140.55,137.22,154.5,120.42,82.58,109.78
hsa-miR-5680,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
hsa-miR-5682,0.37,0.19,0.41,0.41,0.51,0.3,0.24,0.21
hsa-miR-5683,3.29,0.0,0.14,0.24,2.63,4.71,0.71,0.31
hsa-miR-5687,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5690,0.0,0.0,0.28,0.08,0.0,0.12,0.0,0.0
hsa-miR-5695,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.0
hsa-miR-5696,0.18,0.19,0.28,0.73,0.1,0.3,0.24,0.21
hsa-miR-5699-3p,0.37,0.19,0.55,0.16,0.3,0.24,0.24,0.1
hsa-miR-5699-5p,1.28,2.23,3.31,4.3,1.26,2.29,2.6,2.88
hsa-miR-570-3p,0.55,1.48,0.97,1.86,1.82,0.97,0.47,0.82
hsa-miR-570-5p,0.18,0.0,0.14,0.08,0.0,0.42,0.0,0.0
hsa-miR-5703,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-5706,0.18,0.37,0.28,0.49,0.0,0.48,0.24,0.51
hsa-miR-572,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.1
hsa-miR-573,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,2.56,2.6,6.21,8.1,3.08,4.59,1.42,5.35
hsa-miR-574-5p,9.13,4.45,3.59,7.21,6.57,6.09,4.02,7.61
hsa-miR-576-3p,1.46,3.71,3.72,17.18,5.91,8.63,2.84,8.02
hsa-miR-576-5p,43.47,31.73,28.83,50.01,32.85,30.89,28.63,41.57
hsa-miR-577,217.0,238.97,210.9,292.43,146.36,197.89,275.43,272.64
hsa-miR-578,0.0,0.0,0.0,0.08,0.0,0.24,0.0,0.0
hsa-miR-579-3p,0.0,0.19,0.14,0.32,0.35,0.12,0.0,0.21
hsa-miR-579-5p,0.18,0.0,0.0,0.24,0.15,0.18,0.24,0.0
hsa-miR-580-3p,2.37,1.11,0.69,1.13,0.66,0.78,1.18,0.51
hsa-miR-580-5p,0.0,0.0,0.14,0.32,0.15,0.18,0.0,0.0
hsa-miR-581,0.18,0.0,0.41,0.08,0.1,0.0,0.0,0.0
hsa-miR-582-3p,33.24,33.58,100.14,55.68,110.38,99.97,349.49,182.31
hsa-miR-582-5p,4.02,6.49,6.34,8.02,5.81,9.53,3.08,4.53
hsa-miR-584-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-584-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-585-3p,0.18,0.0,0.28,0.08,0.0,0.24,0.0,0.1
hsa-miR-586,0.0,0.0,0.14,0.0,0.2,0.12,0.24,0.1
hsa-miR-587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-588,0.37,0.19,0.14,0.08,0.1,0.06,0.0,0.31
hsa-miR-589-3p,24.29,31.54,32.55,75.3,37.2,46.82,19.64,40.02
hsa-miR-589-5p,32.33,25.05,39.72,31.61,69.39,55.32,79.03,64.61
hsa-miR-590-3p,23.38,20.78,26.9,42.55,25.42,31.79,6.86,13.58
hsa-miR-590-5p,8.22,7.98,14.34,18.56,8.79,10.5,7.34,4.94
hsa-miR-592,0.0,1.48,1.24,2.43,1.16,1.99,0.24,1.75
hsa-miR-597-3p,0.37,0.0,0.0,0.24,0.15,0.12,0.24,0.0
hsa-miR-597-5p,0.0,0.37,0.55,0.32,0.1,0.66,0.0,0.21
hsa-miR-598-3p,67.58,64.75,71.31,95.48,57.92,52.37,97.96,101.75
hsa-miR-598-5p,2.19,0.37,3.31,0.81,0.91,1.51,1.66,1.65
hsa-miR-602,0.0,0.19,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-605-3p,0.0,0.19,0.0,0.0,0.05,0.0,0.24,0.1
hsa-miR-605-5p,0.55,2.04,1.1,1.46,0.66,1.45,0.24,0.93
hsa-miR-6084,0.0,0.0,0.14,0.0,0.05,0.06,0.0,0.21
hsa-miR-6089,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-609,0.0,0.0,0.0,0.08,0.0,0.24,0.24,0.21
hsa-miR-610,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-611,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6125,0.0,0.0,0.14,0.0,0.05,0.0,0.24,0.1
hsa-miR-6130,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6132,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-6133,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-615-3p,69.41,26.53,40.69,55.28,65.45,58.34,69.57,95.27
hsa-miR-615-5p,0.0,0.0,0.0,0.24,0.1,0.12,0.0,0.0
hsa-miR-616-3p,0.0,0.37,0.41,0.32,0.45,0.18,0.0,0.51
hsa-miR-616-5p,2.01,1.48,2.34,5.67,3.69,3.86,4.26,5.14
hsa-miR-618,2.19,1.67,1.52,2.92,2.73,2.29,2.13,2.88
hsa-miR-619-5p,1.1,0.93,0.69,1.22,0.71,1.39,0.95,0.72
hsa-miR-621,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0
hsa-miR-624-3p,0.37,0.37,0.28,0.24,0.25,0.24,0.0,0.21
hsa-miR-624-5p,1.1,2.23,1.38,2.27,1.47,1.87,0.71,1.54
hsa-miR-625-3p,2.74,1.48,2.62,2.67,4.65,3.02,7.34,6.07
hsa-miR-625-5p,0.91,21.15,2.48,3.32,23.6,3.62,0.47,36.01
hsa-miR-627-3p,3.11,3.9,3.31,8.1,4.3,5.19,2.6,4.73
hsa-miR-627-5p,0.73,0.74,0.69,1.3,0.91,1.33,1.18,1.65
hsa-miR-628-3p,1.28,2.23,3.31,3.4,1.87,1.69,1.66,1.75
hsa-miR-628-5p,2.19,2.41,4.14,6.0,2.48,3.32,2.13,1.85
hsa-miR-629-3p,4.02,4.45,8.0,7.78,7.13,9.23,3.31,7.41
hsa-miR-629-5p,29.96,43.23,59.45,67.76,51.85,66.61,93.47,108.54
hsa-miR-630,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-636,0.18,0.19,0.55,0.32,0.45,0.36,0.47,0.1
hsa-miR-639,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-641,4.57,2.6,3.17,7.38,7.28,7.06,3.31,5.86
hsa-miR-642a-3p,0.37,0.19,0.0,0.41,0.1,0.18,0.0,0.21
hsa-miR-642a-5p,0.73,0.0,0.14,0.0,0.86,0.0,0.71,3.09
hsa-miR-642b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-643,0.18,0.37,0.41,0.57,0.05,0.12,0.0,0.0
hsa-miR-6500-3p,0.18,0.19,0.14,0.41,0.3,0.54,0.95,0.41
hsa-miR-6505-3p,0.0,0.0,0.0,0.08,0.0,0.12,0.0,0.21
hsa-miR-6505-5p,0.0,0.19,0.0,0.08,0.05,0.12,0.0,0.31
hsa-miR-6507-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-6507-5p,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.0
hsa-miR-6508-5p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6509-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-6509-5p,0.37,0.0,0.28,0.24,0.15,0.06,0.71,0.31
hsa-miR-651-5p,0.0,0.19,0.0,0.24,0.05,0.06,0.0,0.21
hsa-miR-6511a-3p,0.37,0.93,1.38,0.89,1.16,0.72,0.95,1.75
hsa-miR-6511a-5p,0.37,0.37,3.03,1.62,1.36,1.45,0.71,1.13
hsa-miR-6511b-3p,0.18,0.0,0.14,0.81,0.45,0.78,0.71,0.82
hsa-miR-6511b-5p,1.83,0.93,0.41,0.24,0.56,0.48,0.47,0.0
hsa-miR-6514-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.1
hsa-miR-6514-5p,0.0,0.74,0.28,0.24,0.05,0.24,0.0,0.21
hsa-miR-6515-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.1
hsa-miR-6515-5p,0.37,1.3,0.14,0.81,0.2,0.42,0.24,0.21
hsa-miR-6516-3p,1.28,0.56,0.41,0.89,0.25,0.3,0.24,0.31
hsa-miR-6516-5p,0.18,0.37,0.97,0.65,0.56,0.12,0.0,0.21
hsa-miR-652-3p,17.35,16.88,17.52,25.53,17.64,24.74,9.46,15.43
hsa-miR-652-5p,1.83,1.86,3.17,1.62,2.17,2.17,0.71,0.51
hsa-miR-6529-5p,6.58,6.12,10.9,14.43,4.4,6.27,4.5,5.86
hsa-miR-653-3p,0.0,0.0,0.14,0.0,0.05,0.06,0.0,0.0
hsa-miR-653-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-654-3p,0.18,0.0,0.14,0.57,0.66,0.18,0.24,0.21
hsa-miR-655-3p,0.0,0.19,0.69,0.16,0.25,0.0,0.47,0.0
hsa-miR-656-3p,0.18,0.37,0.28,0.32,0.15,0.12,0.0,0.21
hsa-miR-657,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-658,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
hsa-miR-659-3p,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.21
hsa-miR-659-5p,1.1,1.86,1.79,3.0,1.36,1.81,3.08,2.57
hsa-miR-660-3p,0.18,0.93,0.41,0.81,0.4,0.84,0.71,0.41
hsa-miR-660-5p,323.67,397.8,541.1,798.34,377.13,448.86,412.2,549.81
hsa-miR-663a,0.18,0.37,0.14,0.0,0.15,0.0,0.24,0.1
hsa-miR-663b,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-664a-3p,0.73,0.93,0.41,1.78,0.91,1.27,0.71,2.47
hsa-miR-664a-5p,0.37,0.93,0.14,1.54,0.4,1.03,0.0,0.62
hsa-miR-664b-3p,0.37,0.0,0.0,0.24,0.15,0.06,0.47,0.1
hsa-miR-664b-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-670-3p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-miR-671-3p,88.04,33.21,44.28,29.5,32.29,38.01,29.1,26.54
hsa-miR-671-5p,10.96,7.42,11.03,11.67,12.53,14.6,8.28,10.91
hsa-miR-6716-3p,0.0,0.0,0.69,0.16,0.0,0.06,0.47,0.21
hsa-miR-6716-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-6720-3p,4.38,1.3,1.24,0.73,1.01,1.93,1.66,0.93
hsa-miR-6720-5p,2.74,1.86,1.1,1.78,2.12,1.63,2.37,1.75
hsa-miR-6721-5p,0.73,0.56,0.28,0.81,1.01,0.72,0.95,1.13
hsa-miR-6724-5p,1.1,0.19,0.69,0.24,0.86,0.84,0.95,1.23
hsa-miR-6726-5p,0.0,0.0,0.0,0.08,0.1,0.06,0.24,0.0
hsa-miR-6727-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-6727-5p,0.37,0.19,0.14,0.08,0.0,0.06,0.0,0.0
hsa-miR-6728-3p,0.0,0.19,0.41,0.24,0.25,0.24,0.47,0.0
hsa-miR-6728-5p,2.56,1.48,1.66,1.7,0.4,1.03,0.0,0.62
hsa-miR-6729-5p,0.0,0.0,0.14,0.0,0.25,0.0,0.0,0.1
hsa-miR-6731-5p,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-6732-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-6732-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.1
hsa-miR-6733-5p,0.55,0.0,0.28,0.32,0.1,0.12,0.0,0.0
hsa-miR-6734-3p,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.0
hsa-miR-6734-5p,1.1,0.19,0.28,0.24,0.35,0.24,0.47,0.31
