miRNA,GSM2837756,GSM2837757,GSM2837760,GSM2837761,GSM2837764,GSM2837765,GSM2837768,GSM2837769,GSM2837772,GSM2837773,GSM2837776,GSM2837777
hsa-miR-4758-3p,0.06,0.0,0.0,0.59,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-4758-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4760-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4761-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-4762-5p,0.0,0.0,0.25,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-3p,0.06,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4765,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-4768-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4768-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4775,1.48,3.77,0.66,2.37,0.0,9.05,2.27,4.55,0.0,1.8,0.0,3.37
hsa-miR-4781-3p,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4785,0.17,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-4788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-4791,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-3p,0.23,0.94,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-4798-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-3p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-4802-5p,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-484,20.2,59.45,29.33,118.41,30.53,90.54,9.07,36.38,0.0,3.6,9.47,21.93
hsa-miR-485-3p,0.06,0.0,0.0,0.0,2.78,0.0,0.0,4.55,0.0,0.0,1.35,1.27
hsa-miR-485-5p,0.0,0.0,0.0,0.0,0.0,12.07,0.0,2.27,0.0,1.8,1.35,0.0
hsa-miR-486-3p,0.91,0.47,1.8,9.47,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-486-5p,0.51,4.72,27.12,69.86,0.0,0.0,0.0,13.64,0.0,8.99,0.0,20.66
hsa-miR-487a-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-487b-3p,0.11,1.42,0.0,0.0,1.39,0.0,2.27,9.1,24.76,1.8,1.35,1.69
hsa-miR-490-3p,0.0,0.0,0.0,0.0,1.39,3.02,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-491-5p,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-492,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-493-3p,0.06,0.0,0.0,0.59,1.39,3.02,0.0,0.0,0.0,1.8,1.35,0.84
hsa-miR-493-5p,0.57,0.94,0.08,0.0,2.78,3.02,3.4,4.55,0.0,0.0,4.06,0.42
hsa-miR-494-3p,0.0,0.47,0.08,0.0,2.78,0.0,1.13,2.27,0.0,1.8,0.0,0.0
hsa-miR-494-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-495-3p,0.11,0.0,0.0,0.0,1.39,0.0,1.13,2.27,0.0,0.0,0.0,0.42
hsa-miR-496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-497-5p,1.03,3.3,1.31,0.59,1.39,9.05,0.0,0.0,24.76,0.0,1.35,0.0
hsa-miR-4999-5p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-499a-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,0.29,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.17,0.0,0.16,0.0,0.0,3.02,1.13,0.0,0.0,0.0,0.0,0.42
hsa-miR-5008-3p,0.97,0.47,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-5008-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.17,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,17.97,48.12,24.99,58.61,29.14,105.63,46.48,93.24,24.76,35.97,58.19,89.82
hsa-miR-500a-5p,0.17,0.0,0.08,0.0,0.0,0.0,0.0,2.27,0.0,0.0,1.35,0.0
hsa-miR-500b-3p,0.06,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500b-5p,0.74,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
hsa-miR-501-3p,8.56,20.76,13.19,33.15,12.49,63.38,26.08,43.21,49.52,30.57,79.84,51.45
hsa-miR-501-5p,0.29,0.0,0.66,0.59,0.0,0.0,2.27,2.27,0.0,0.0,0.0,0.42
hsa-miR-5010-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-5010-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-502-3p,1.08,0.47,5.0,4.14,5.55,18.11,1.13,20.47,0.0,7.19,5.41,5.48
hsa-miR-502-5p,1.03,0.47,0.08,0.0,1.39,0.0,0.0,4.55,0.0,0.0,0.0,2.11
hsa-miR-503-3p,0.06,0.0,0.08,0.0,2.78,0.0,1.13,0.0,0.0,0.0,0.0,0.42
hsa-miR-503-5p,0.11,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-504-5p,0.23,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-505-3p,5.71,8.96,5.73,10.66,5.55,3.02,1.13,4.55,0.0,0.0,2.71,2.11
hsa-miR-505-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-506-3p,0.11,0.94,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-507,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-3p,0.8,0.47,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-5p,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,3.54,9.44,1.47,2.96,1.39,0.0,3.4,2.27,0.0,1.8,4.06,0.84
hsa-miR-509-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-5094,0.11,0.47,0.33,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-510-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513c-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-513c-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-514a-3p,0.4,3.3,0.16,1.18,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-514a-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-515-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-518a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-518c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-520f-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-522-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-524-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-532-3p,2.11,2.36,1.06,0.59,2.78,6.04,7.94,4.55,24.76,5.4,4.06,5.48
hsa-miR-532-5p,46.1,66.52,34.24,89.99,76.32,235.41,137.18,307.0,99.03,100.71,139.38,171.21
hsa-miR-539-3p,0.06,0.0,0.08,0.0,1.39,0.0,2.27,0.0,0.0,1.8,2.71,0.84
hsa-miR-542-3p,0.74,1.42,0.33,0.59,4.16,0.0,0.0,2.27,0.0,0.0,1.35,2.11
hsa-miR-542-5p,0.51,0.0,0.0,1.18,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-543,0.06,0.0,0.0,0.0,0.0,0.0,1.13,2.27,0.0,1.8,1.35,0.0
hsa-miR-545-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-545-5p,0.06,0.94,0.08,0.0,0.0,0.0,0.0,2.27,0.0,0.0,2.71,0.0
hsa-miR-548a-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-548aa,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ab,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ad-5p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-548ae-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ah-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548am-3p,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548am-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0
hsa-miR-548ao-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ar-3p,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aw,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ay-5p,0.06,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548az-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548az-5p,0.29,0.0,0.25,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-548bc,0.0,5.66,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548c-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548c-5p,0.51,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548d-3p,0.0,0.47,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548d-5p,0.06,0.0,0.16,0.59,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-548e-3p,1.26,3.77,3.11,5.33,0.0,15.09,2.27,2.27,0.0,1.8,1.35,1.27
hsa-miR-548e-5p,0.57,1.89,0.33,1.78,0.0,0.0,0.0,2.27,0.0,1.8,0.0,1.27
hsa-miR-548f-3p,0.06,0.0,0.16,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-548j-5p,0.0,0.47,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-548k,6.28,23.12,7.37,23.09,1.39,12.07,2.27,6.82,0.0,3.6,5.41,5.9
hsa-miR-548l,0.29,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548n,0.06,0.47,0.0,1.18,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-548o-3p,1.26,16.99,3.44,15.98,2.78,0.0,0.0,18.19,0.0,0.0,0.0,1.69
hsa-miR-548o-5p,0.11,0.47,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548q,0.06,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548s,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548t-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548u,0.06,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-548v,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-549a-3p,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-549a-5p,0.29,0.94,0.98,1.18,0.0,0.0,1.13,4.55,0.0,0.0,0.0,0.42
hsa-miR-550a-3p,0.29,0.94,0.74,2.96,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.84
hsa-miR-550a-5p,0.46,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-551a,0.34,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-552-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-555,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.42
hsa-miR-556-3p,0.11,0.47,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-556-5p,0.23,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5579-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-5581-3p,0.17,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5582-3p,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5588-5p,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-559,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-5p,7.36,11.32,7.05,15.98,1.39,9.05,2.27,6.82,0.0,0.0,2.71,0.42
hsa-miR-5680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-5695,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5696,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-5699-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-570-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5700,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5701,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5705,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5706,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-574-3p,41.82,16.04,12.29,15.98,45.79,81.49,27.21,31.84,24.76,5.4,21.65,15.6
hsa-miR-574-5p,8.33,8.49,2.29,2.96,8.33,18.11,7.94,2.27,0.0,1.8,9.47,1.27
hsa-miR-576-3p,1.14,1.42,0.41,0.59,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0
hsa-miR-576-5p,2.0,3.77,0.98,2.37,1.39,0.0,1.13,4.55,0.0,1.8,6.77,1.69
hsa-miR-577,18.89,36.33,9.91,25.46,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0
hsa-miR-579-3p,0.17,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-579-5p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-580-3p,0.17,0.94,0.08,0.59,0.0,0.0,1.13,0.0,0.0,0.0,1.35,0.0
hsa-miR-580-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-581,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-582-3p,15.92,23.12,8.52,20.72,2.78,9.05,0.0,6.82,0.0,1.8,2.71,0.84
hsa-miR-582-5p,5.42,3.3,4.51,5.92,1.39,0.0,0.0,2.27,0.0,0.0,0.0,0.84
hsa-miR-584-3p,0.17,0.47,0.25,0.59,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-584-5p,40.85,92.95,24.82,45.59,29.14,78.47,23.81,93.24,49.52,12.59,36.54,51.87
hsa-miR-585-5p,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-589-3p,1.08,5.66,0.74,2.96,4.16,0.0,0.0,6.82,0.0,1.8,1.35,2.53
hsa-miR-589-5p,10.27,37.74,8.44,27.83,9.71,42.25,11.34,25.01,123.79,28.77,10.83,21.08
hsa-miR-590-3p,2.11,9.91,3.6,6.51,2.78,6.04,0.0,11.37,0.0,0.0,1.35,3.8
hsa-miR-590-5p,0.11,0.0,0.08,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-597-3p,0.06,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-597-5p,0.11,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-598-3p,3.54,2.83,1.31,0.0,0.0,3.02,1.13,2.27,0.0,3.6,1.35,1.69
hsa-miR-600,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6128,0.34,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-614,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-615-3p,3.94,21.23,13.6,62.16,11.1,12.07,6.8,9.1,24.76,1.8,2.71,4.64
hsa-miR-615-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-616-5p,0.23,1.42,0.25,1.78,0.0,0.0,0.0,2.27,0.0,0.0,1.35,0.42
hsa-miR-619-5p,0.06,0.47,0.08,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
hsa-miR-622,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-623,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-624-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-624-5p,0.17,0.0,0.08,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-625-3p,0.11,2.36,0.57,1.78,0.0,0.0,0.0,2.27,0.0,0.0,1.35,0.0
hsa-miR-625-5p,1.31,0.47,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-627-3p,2.8,4.72,2.38,2.96,0.0,9.05,1.13,0.0,0.0,0.0,1.35,2.11
hsa-miR-627-5p,1.37,4.72,1.23,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27
hsa-miR-628-3p,0.34,1.89,0.9,2.96,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-628-5p,0.68,0.94,1.31,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-629-3p,1.54,0.94,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-629-5p,2.68,3.77,2.38,2.37,1.39,12.07,3.4,4.55,24.76,0.0,5.41,2.95
hsa-miR-636,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-639,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-641,0.11,1.89,0.82,1.78,0.0,9.05,2.27,6.82,0.0,1.8,0.0,2.53
hsa-miR-642a-3p,0.17,0.0,0.16,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-642a-5p,0.4,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-643,0.23,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6499-5p,0.57,1.42,0.9,2.37,1.39,9.05,1.13,0.0,0.0,0.0,1.35,0.42
hsa-miR-6501-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6501-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-6505-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6506-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6509-5p,0.06,0.0,0.0,0.0,1.39,3.02,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-651-5p,1.77,0.47,0.82,1.78,0.0,3.02,1.13,2.27,0.0,0.0,1.35,2.53
hsa-miR-6510-3p,2.57,6.13,3.11,10.66,0.0,9.05,0.0,2.27,0.0,3.6,2.71,4.22
hsa-miR-6510-5p,0.23,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511a-3p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511a-5p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511b-3p,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511b-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6513-3p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6513-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6515-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6516-3p,0.17,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6516-5p,0.11,0.0,0.16,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-652-3p,4.11,3.77,2.95,10.66,4.16,30.18,3.4,11.37,0.0,0.0,2.71,5.06
hsa-miR-652-5p,0.86,1.42,0.66,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6529-5p,0.0,3.3,0.0,0.0,0.0,0.0,0.0,2.27,0.0,1.8,0.0,0.42
hsa-miR-654-3p,1.54,2.83,0.41,1.18,45.79,69.42,10.2,27.29,24.76,12.59,4.06,2.11
hsa-miR-654-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-655-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.42
hsa-miR-656-3p,0.0,0.0,0.0,0.0,1.39,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-659-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-659-5p,0.17,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
hsa-miR-660-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-660-5p,57.12,35.86,20.15,40.26,29.14,126.76,44.22,140.99,49.52,35.97,83.9,99.52
