miRNA,GSM6579196,GSM6579195,GSM6579194,GSM6579193,GSM6579192,GSM6579191,GSM6579190,GSM6579189,GSM6579188,GSM6579187,GSM6579186,GSM6579185,GSM6579184,GSM6579183,GSM6579182,GSM6579181,GSM6579180,GSM6579179,GSM6579178,GSM6579177,GSM6579176
hsa-miR-30a-3p,0.0,183.39,0.0,0.0,0.0,0.0,0.0,86.02,0.0,184.37,8.22,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0
hsa-miR-30a-5p,240.46,3152.03,209.47,379.14,302.45,62.05,690.4,1081.79,307.29,2607.57,299.47,645.07,165.27,504.61,206.22,205.54,363.66,251.77,369.59,129.9,241.8
hsa-miR-30b-5p,0.0,133.37,0.0,0.0,0.0,8.52,0.0,78.85,3.08,336.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,11.87,0.0,0.0,0.0,0.0,0.0,7.17,0.0,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,0.0,545.64,0.0,0.0,0.0,10.54,6.64,244.66,3.08,916.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-3p,0.0,5.65,0.0,0.0,0.0,0.0,0.0,10.28,0.0,12.49,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,195.93,3177.46,184.2,333.63,338.12,465.14,467.14,2885.39,246.14,6331.14,233.11,431.67,249.6,192.26,166.62,270.32,536.28,197.26,360.89,124.77,188.0
hsa-miR-30e-3p,0.0,205.14,0.0,5.5,0.0,2.84,0.0,100.36,0.0,284.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,0.0,0.0
hsa-miR-30e-5p,340.04,2397.86,283.64,786.3,493.0,654.52,590.07,1493.5,384.88,2283.1,275.39,686.78,414.03,253.73,363.77,418.27,699.06,352.99,383.65,290.56,399.5
hsa-miR-31-5p,0.0,11.59,0.0,0.0,0.0,0.0,0.0,18.08,0.0,34.74,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
hsa-miR-3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,4.5,0.0,1.62,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,12.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0
hsa-miR-3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0
hsa-miR-3150a-3p,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.85,0.0,5.5,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,2.26,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,8.48,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3162-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0
hsa-miR-3173-5p,0.0,3.39,0.0,0.0,0.0,0.0,0.0,6.54,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-3p,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,2.54,0.0,0.0,0.0,0.0,0.0,3.43,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,27.69,0.0,29.51,31.62,18.25,0.66,7.17,2.57,60.63,5.87,0.0,0.0,43.6,0.0,0.0,0.0,5.84,10.04,0.0,7.42
hsa-miR-3186-3p,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,5.93,0.0,0.0,0.0,1.62,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.0,0.0,0.0,5.0,0.0,3.24,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,133.37,0.0,0.0,0.0,1.22,0.0,141.81,0.0,130.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3200-3p,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,935.1,330.32,955.25,2202.84,798.69,2980.23,1035.94,347.51,1550.32,315.84,627.12,1329.07,1486.61,795.5,1122.65,4943.28,6346.24,3561.06,3821.13,1256.26,3325.88
hsa-miR-320a-5p,0.0,0.0,19.56,3.0,0.81,2.84,3.99,0.31,8.74,0.0,0.0,0.0,7.59,0.0,0.82,0.0,0.0,0.0,6.7,0.0,10.51
hsa-miR-320b,35.62,42.95,18.75,52.52,107.03,43.8,145.52,48.62,29.29,87.19,52.85,62.56,42.58,7.86,106.41,235.93,220.53,147.3,200.2,129.9,241.19
hsa-miR-320c,16.19,9.61,0.0,11.0,0.0,32.44,0.66,51.74,7.71,2.04,0.0,0.0,18.97,29.3,0.0,35.19,15.97,36.99,24.77,6.84,44.53
hsa-miR-320d,0.0,155.13,0.0,0.0,0.81,1.22,0.0,28.98,0.0,29.06,0.0,0.7,0.42,0.0,0.0,0.8,0.61,1.95,0.0,3.42,3.09
hsa-miR-320e,78.53,0.0,64.39,83.53,27.57,70.16,63.79,0.0,69.37,23.39,28.18,139.72,35.84,26.45,18.97,72.78,92.14,79.16,23.43,28.2,80.4
hsa-miR-323a-3p,0.0,3.11,0.0,0.0,0.0,0.0,0.0,14.96,0.0,19.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,0.0,37.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,3.96,0.0,21.01,6.49,57.99,0.0,4.36,20.04,2.72,0.0,0.0,33.73,0.0,27.22,45.59,7.37,29.85,34.82,11.11,0.0
hsa-miR-324-5p,56.67,50.86,15.49,86.53,88.38,334.56,55.82,17.45,78.11,58.13,64.59,119.56,171.18,26.45,47.02,147.95,113.03,68.13,61.6,27.35,36.49
hsa-miR-326,0.0,5.65,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,91.27,0.0,0.5,0.0,3.65,0.0,133.7,0.51,251.13,0.0,0.0,0.0,0.0,0.82,1.6,1.84,1.95,0.0,0.0,0.62
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0
hsa-miR-329-5p,0.0,1.41,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-5p,0.81,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,7.29,10.17,16.3,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,0.0,0.0,0.0,0.0,0.0,7.37,7.14,5.36,0.0,0.0
hsa-miR-331-5p,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-335-3p,0.0,4.52,0.0,0.0,0.0,3.65,0.0,9.04,0.0,46.55,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-335-5p,0.0,114.44,0.0,19.51,0.0,5.68,10.63,121.24,0.0,263.84,0.0,0.0,5.06,0.0,0.0,0.0,7.99,0.0,0.0,0.0,0.0
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.0,6.22,0.0,0.0,0.0,0.41,0.0,19.32,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.0,13.28,69.28,0.0,0.0,1.22,0.0,32.72,1.54,111.94,68.11,110.52,0.42,0.0,42.07,0.0,4.3,0.0,6.7,0.0,0.62
hsa-miR-339-3p,0.0,25.43,0.0,0.0,0.0,0.0,0.0,16.21,0.0,21.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0
hsa-miR-339-5p,0.0,59.34,0.0,0.0,0.0,1.22,0.0,79.79,0.0,106.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-5p,0.0,7.91,0.0,0.0,0.0,2.84,0.0,10.28,0.0,21.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.57,0.0,0.0,0.0,0.0,0.0,3.12,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,0.0,148.63,0.0,13.0,0.0,2.84,4.65,159.88,0.0,524.97,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-342-3p,41.29,4500.43,0.82,47.52,8.92,56.77,17.28,3810.41,15.93,4590.04,29.36,36.15,14.76,12.87,14.85,1.6,36.24,30.5,38.83,13.67,12.37
hsa-miR-342-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,2.27,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,0.0,6.22,0.0,0.0,0.0,0.0,0.0,2.18,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,0.0,77.14,0.0,0.0,0.0,0.0,3.32,18.08,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,5.6,0.0,5.84,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,2.54,0.0,0.0,0.0,0.0,0.0,5.92,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37
hsa-miR-3605-3p,0.0,14.13,0.0,0.0,0.81,0.41,0.0,6.23,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,0.0,154.56,0.0,4.5,0.0,0.0,0.0,130.59,0.0,181.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-5p,0.0,232.83,0.0,0.5,0.0,6.89,0.0,172.35,0.0,317.2,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
hsa-miR-3611,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,0.0,1.7,0.0,0.0,0.0,0.0,0.0,3.12,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,47.75,0.0,0.0,0.0,0.0,0.0,70.44,0.0,33.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-3p,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-5p,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,134.78,0.0,0.0,0.0,0.0,0.0,57.97,0.0,98.32,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-5p,0.0,3.39,0.0,0.0,0.0,0.0,0.0,9.04,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,865.48,699.35,855.81,917.85,1024.1,1406.78,1276.48,346.88,683.95,270.43,516.14,979.43,720.96,310.91,874.36,1957.0,2203.46,1412.61,919.29,329.88,847.24
hsa-miR-365a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.81,5.37,0.0,0.0,0.0,0.0,0.0,5.3,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-3678-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.41,0.0,1.87,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-3682-3p,7.29,0.0,0.0,7.5,0.0,1.62,0.0,0.0,3.6,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,29.61,0.0,32.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-5p,0.0,5.09,0.0,0.0,0.0,0.0,0.0,52.05,0.0,66.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3692-5p,0.0,0.0,0.0,6.5,0.0,2.43,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04,0.0,0.0
hsa-miR-370-3p,0.0,0.0,18.75,63.02,8.11,25.55,0.0,13.4,22.1,26.57,3.52,0.0,10.96,9.29,0.0,17.59,57.13,16.87,21.43,0.0,3.71
hsa-miR-374a-3p,0.0,33.06,0.0,6.5,0.0,0.0,0.0,30.85,0.0,58.81,0.0,0.0,0.0,0.0,0.0,10.4,3.69,0.0,0.0,0.0,0.0
hsa-miR-374a-5p,0.0,248.66,0.0,0.0,0.0,10.95,7.31,173.6,16.44,353.08,0.0,0.0,5.9,0.0,8.25,0.0,1.23,0.0,5.36,0.0,0.0
hsa-miR-374b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,0.0,1.62,0.0,28.05,4.62,1.82,0.0,0.0,0.0,0.0,0.0,0.0,6.14,5.84,0.0,0.0,0.0
hsa-miR-375-3p,0.0,61.32,0.0,0.0,0.0,0.0,0.66,2.8,0.0,7.95,7.63,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,35.87
hsa-miR-376a-3p,0.0,0.28,0.0,0.0,0.0,2.43,0.0,4.36,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,7.37,7.14,0.0,0.0,0.0
hsa-miR-376a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,5.65,0.0,0.0,0.0,0.0,0.0,20.57,0.0,23.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,0.0,256.57,1.63,0.0,0.0,0.0,0.0,98.8,0.0,154.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-5p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,0.0,3.39,0.82,0.0,0.0,0.0,0.0,5.92,0.0,7.72,0.0,0.0,0.42,5.72,0.0,0.0,0.0,0.0,0.0,0.85,0.0
hsa-miR-378d,9.72,3.39,9.78,14.01,0.0,11.76,18.61,1.87,17.47,12.72,8.81,11.12,0.0,26.45,0.0,19.99,11.06,9.08,11.38,0.0,0.0
