miRNA,GSM6675021,GSM6675015,GSM6675018,GSM6675019,GSM6675020,GSM6675017,GSM6675014,GSM6675004,GSM6675016,GSM6675011,GSM6675013,GSM6675012,GSM6675008,GSM6675010,GSM6675009,GSM6675007,GSM6675006,GSM6675005,GSM6675001,GSM6675000,GSM6675003,GSM6675002,GSM6674997,GSM6674999,GSM6674996,GSM6674993,GSM6674998,GSM6674995,GSM6674994,GSM6674985,GSM6674988,GSM6674989,GSM6674992,GSM6674991,GSM6674990,GSM6674986,GSM6674987,GSM6674984,GSM6674983,GSM6674982
hsa-miR-6862-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6862-5p,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.32,0.29,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.31,0.0,0.18,0.0,0.0,0.0,0.16,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.29
hsa-miR-6864-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6865-3p,0.14,0.0,0.0,0.0,0.22,0.0,0.16,0.0,0.23,0.0,0.0,0.0,0.4,0.19,0.0,0.22,0.0,0.0,0.0,0.1,0.18,0.18,0.0,0.37,0.16,0.16,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6865-5p,0.0,0.21,0.19,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.57,0.21,0.43,0.0,0.99,0.0,0.0,0.55,0.0,0.0,0.37,0.16,0.16,0.0,0.0,0.0,0.0,0.41,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6866-3p,0.43,0.0,0.19,0.29,0.0,0.19,0.49,0.0,0.0,0.63,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.32,0.21,0.55,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.52,0.0,0.21,0.0,0.0,0.83,0.0,0.0,0.94,0.49,0.0,0.15
hsa-miR-6866-5p,0.72,1.05,0.77,2.02,0.44,0.38,0.98,1.8,0.69,1.58,1.72,0.32,1.79,1.34,0.86,0.43,2.17,0.6,1.28,0.94,1.47,1.07,0.73,0.92,1.25,1.1,1.5,0.0,1.05,0.19,1.85,0.42,0.61,0.83,0.85,0.59,0.94,0.98,0.6,0.58
hsa-miR-6867-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6868-3p,1.14,0.0,0.77,0.72,0.0,0.19,0.33,1.35,0.0,0.0,0.0,0.0,0.2,0.0,0.43,0.22,0.27,0.2,0.0,0.0,0.0,0.18,0.24,0.0,0.31,0.0,0.0,1.02,1.05,0.0,0.62,0.42,0.0,0.0,0.68,0.0,1.87,0.98,0.2,0.73
hsa-miR-6869-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6871-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6873-3p,0.14,0.21,0.0,0.14,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.3,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6873-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-6874-3p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.2,0.0
hsa-miR-6875-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6875-5p,0.0,0.0,0.0,0.58,0.0,0.0,0.16,0.0,0.23,0.0,0.0,0.32,0.3,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.24,0.18,0.0,0.0,0.5,0.51,0.0,0.0,0.0,0.42,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6876-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.32,0.21,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-5p,0.43,0.0,0.0,0.29,0.22,0.19,0.33,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-6878-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6879-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.18,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6879-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6880-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6880-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6882-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6882-5p,0.72,0.21,0.58,0.72,0.88,0.0,0.49,0.68,0.0,0.63,0.0,0.16,0.2,0.0,0.43,0.0,0.54,0.4,0.32,0.21,0.18,0.18,0.24,0.73,0.0,0.0,0.5,0.0,0.0,0.56,0.41,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6883-3p,0.29,0.21,0.19,0.0,0.0,0.0,0.0,0.45,0.23,0.32,0.0,0.0,0.2,0.38,0.0,0.0,0.0,0.0,0.32,0.21,0.37,0.0,0.0,0.37,0.0,0.0,0.5,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6884-3p,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6884-5p,0.29,0.21,0.0,0.14,0.0,0.38,0.16,0.68,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-6885-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6885-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6886-3p,0.14,0.0,0.0,0.72,0.0,0.38,0.16,0.0,0.0,0.0,0.57,0.0,0.3,0.0,0.21,0.0,0.0,0.0,0.16,0.1,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-6886-5p,0.0,0.0,0.19,0.29,0.22,0.0,0.16,0.0,0.0,0.32,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.41,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6887-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6887-5p,0.0,0.0,0.19,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6888-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6888-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6889-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6890-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.94,0.0,0.0,0.0
hsa-miR-6891-3p,0.14,0.0,0.38,0.14,0.22,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.21,0.0,0.18,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-6891-5p,0.14,0.0,0.0,0.14,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6892-3p,0.0,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6892-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6893-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.18,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6894-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.27,0.0,0.16,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6894-5p,0.29,0.21,0.19,0.43,0.0,0.19,0.82,0.0,0.0,0.0,0.57,0.16,0.2,0.57,0.0,0.43,0.0,0.0,0.48,0.31,0.18,0.0,0.37,0.18,0.31,0.31,0.0,0.0,0.0,0.0,0.21,0.21,0.3,0.0,0.51,0.0,0.0,0.0,0.2,0.0
hsa-miR-6895-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6895-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,13.3,9.49,11.16,16.63,5.48,4.13,10.63,4.74,2.29,8.2,7.43,4.5,13.42,17.63,11.6,6.5,3.25,11.11,13.16,10.74,11.78,12.11,5.24,9.37,7.17,10.19,11.24,6.12,2.62,2.45,8.45,6.46,2.12,10.0,7.66,4.11,3.75,3.42,1.2,3.51
hsa-miR-7-2-3p,0.29,0.21,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-miR-7-5p,0.0,0.0,0.19,0.14,0.44,0.38,0.0,0.0,0.0,0.32,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.42,0.0,0.83,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-708-3p,0.29,0.63,0.38,0.43,3.29,0.19,1.47,0.0,0.46,0.0,0.0,0.0,0.2,0.0,0.0,0.22,2.98,0.4,0.96,0.31,0.55,0.89,1.34,0.18,0.47,1.88,0.25,0.0,0.0,0.38,0.82,2.92,0.0,0.0,1.19,4.11,0.94,0.0,0.0,0.15
hsa-miR-708-5p,0.14,0.0,0.19,0.58,3.73,0.0,0.65,0.0,0.0,0.32,0.0,0.0,0.1,0.77,0.43,0.87,1.35,0.2,1.12,0.63,1.29,0.53,0.12,1.47,1.09,1.57,0.0,0.0,0.52,0.0,0.41,1.67,0.0,0.0,1.02,2.94,0.0,0.0,0.0,0.0
hsa-miR-7108-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-7109-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7109-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7110-3p,0.0,0.63,0.58,0.14,0.22,0.38,0.16,0.68,0.0,0.32,0.29,0.16,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.18,0.0,0.37,0.62,0.16,0.0,1.02,0.52,0.19,0.41,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.2,0.29
hsa-miR-7111-3p,0.0,0.0,0.19,0.14,0.66,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.43,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7111-5p,0.0,0.21,0.0,0.14,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-miR-7113-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-7114-3p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7114-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-7151-3p,0.43,0.63,0.0,0.0,0.0,0.0,0.0,0.23,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.16,0.1,0.0,0.36,0.0,0.0,0.16,0.0,0.0,0.51,0.0,0.0,0.0,0.21,0.3,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-7152-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7155-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.21,0.21,0.3,0.0,0.34,0.59,0.0,0.0,0.0,0.0
hsa-miR-7161-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.72,1.48,0.77,0.87,0.88,0.38,1.8,1.13,1.15,0.63,0.0,0.48,0.6,0.19,0.43,0.43,0.54,0.6,1.44,1.15,0.37,0.89,0.12,1.47,1.25,0.47,1.0,0.51,0.0,0.38,1.03,0.0,0.0,0.0,0.68,0.59,0.94,0.49,0.0,0.58
hsa-miR-744-5p,51.06,43.45,42.14,45.12,29.37,28.91,48.88,46.46,36.89,51.09,40.02,21.86,48.81,45.22,47.26,27.31,28.99,39.89,44.29,40.45,45.82,36.7,32.56,41.89,47.09,34.34,60.22,45.42,61.2,30.11,54.6,57.49,37.26,60.0,55.84,35.82,52.48,49.8,34.33,26.15
hsa-miR-758-3p,0.14,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,0.14,0.42,0.19,0.58,0.0,0.0,0.16,0.0,0.23,0.0,0.0,0.0,0.1,0.0,0.64,0.0,0.0,0.2,0.32,0.0,0.18,0.18,0.12,0.55,0.16,0.16,0.0,0.0,0.0,0.19,0.0,0.0,0.91,0.0,0.68,0.0,0.0,0.49,0.0,0.44
hsa-miR-765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.27,0.4,0.16,0.0,0.0,0.18,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-766-3p,1.14,2.95,1.92,3.76,0.66,0.94,3.92,0.68,1.15,0.95,0.86,1.61,2.19,1.72,2.79,0.22,1.35,1.59,0.96,3.86,1.29,2.85,0.98,2.39,0.78,1.25,0.75,1.02,0.0,0.56,1.65,1.67,0.61,4.17,0.68,2.94,1.87,1.46,0.2,1.02
hsa-miR-766-5p,0.29,0.21,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.22,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-3p,0.14,0.0,0.0,0.0,0.22,0.0,0.33,0.0,0.92,0.0,0.0,0.16,0.1,0.0,0.21,0.0,0.0,0.0,0.16,0.31,0.0,0.0,0.12,0.0,0.16,0.31,0.25,0.0,0.0,0.38,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.2,0.15
hsa-miR-769-5p,94.26,72.55,49.45,90.09,55.67,41.11,96.13,51.42,32.76,64.34,51.75,33.75,78.43,94.27,62.51,37.28,33.32,56.76,71.73,87.78,57.78,71.26,50.24,69.45,70.64,71.18,57.72,38.79,60.68,34.06,72.11,59.99,35.44,68.33,56.7,56.96,64.66,46.87,24.95,34.48
hsa-miR-7703,0.14,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.24,0.0,0.0,0.16,0.75,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7704,1.57,1.05,0.38,1.01,0.88,0.94,0.33,1.13,0.23,0.32,1.14,1.45,1.19,1.72,0.86,0.43,1.08,0.99,0.48,0.73,0.92,2.67,0.12,1.1,0.62,1.1,1.25,2.55,1.57,0.19,0.82,0.42,0.61,0.0,0.17,0.59,1.87,0.49,1.4,1.17
hsa-miR-7705,0.72,0.0,0.58,0.72,0.44,0.0,0.82,0.0,0.0,0.0,0.86,0.0,0.5,1.34,0.0,0.65,0.0,0.4,1.12,0.31,0.18,0.18,1.34,1.1,0.16,0.78,1.25,1.02,0.52,0.56,0.62,1.25,0.0,1.67,0.68,0.59,0.94,0.0,0.4,0.44
hsa-miR-7706,20.74,23.83,16.93,22.41,8.99,10.33,27.96,9.02,10.77,18.61,15.15,10.93,20.48,28.36,19.98,14.95,6.5,13.1,18.94,18.77,21.16,17.82,15.61,21.68,16.53,15.68,25.99,10.21,19.35,2.82,20.81,15.0,9.39,18.33,12.94,13.51,23.43,14.65,6.59,11.4
